Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Guidi Dominique;DC;11;11;4.75;0;5.07;12;0;27;1.01;0;1.05;0;0;2;0.83;0;0.93;854;0;2155;71.17;0;79.81;;1078;7.5;1000;0;5.5;0;0;6;5;4.5;5.5;5;5;6;0;0;3;4.5;4;0;0;3;0;0;4.5;7.5;5.5;4;5;0;5.5;5;5.5;5;3.5;6;7;0;5.5;4.5;6;;;;;;;;;;;;;;;;5.5;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
Nisic Jovan;MD;8;8;4.75;4.63;5.25;6;4;8;0.27;0.25;1.04;0;0;2;0.17;0.25;0.38;141;128;304;23.5;32;38;;152;6;1000;4.5;5;4.5;4.5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7.5;;;;;;;;;;;;;;;;0;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Sauvage Alexis;G;13;16;4.75;4;4.75;16;4;16;1.15;1.58;1.15;0;0;0;1;1;1;1440;360;1440;90;90;90;;;;1000;6;4.5;3;2.5;0;4;6;6;5;5;6;5;3.5;4;5.5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;6;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Goncalves Bryan;MD;12;15;4.75;4;4.75;10;1;10;1.14;0;1.14;0;0;0;1;1;1;769;39;769;76.9;39;76.9;;;;1000;4;0;0;0;4;5.5;5.5;7;4;4.5;5.5;4.5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;7;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Perrot Kévin;DL;3;3;4.75;0;4.75;2;0;2;0.35;0;0.35;0;0;0;0;0;0;21;0;21;10.5;0;10.5;;;;1000;0;0;0;5;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Armougom Yoël;DL;7;11;4.73;5;4.71;11;2;17;0.52;0;0.64;0;0;0;0.45;1;0.35;483;166;625;43.91;83;36.76;;;;1000;5;5;0;0;0;4;4.5;5;0;0;0;5;5;5;0;0;4;4;5.5;0;4.5;0;0;0;0;0;0;5;0;0;0;5;0;5;0;0;3;5.5;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Ring Sebastian;DL;9;9;4.73;5;4.73;15;4;15;0.56;0;0.56;0;0;0;0.33;0;0.33;530;37;530;35.33;9.25;35.33;;;;1000;5;5;5;5;0;0;5;5;5;5;0;4;4.5;4.5;5;0;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
Diarra Souleymane;MO;8;8;4.72;4.75;4.89;9;2;19;0.62;0.35;0.72;0;0;0;0.33;0.5;0.53;254;60;826;28.22;30;43.47;;;;1000;4.5;5;0;4.5;4.5;0;0;5.5;4.5;0;5;0;5.5;0;0;3.5;0;0;0;4.5;5;0;4;6;0;4;6;6;4.5;0;0;0;0;0;0;0;5.5;5;;;;;;;;;;;;;;;;5;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Benchamma Samy;MD;9;10;4.72;5.06;4.86;18;8;28;0.77;0.32;0.68;0;0;0;0.67;0.63;0.64;1186;503;1737;65.89;62.88;62.04;;;;1000;5;5.5;5;5.5;5;4.5;5;5;0;5;3;4;4.5;4.5;4.5;5;6;3;5;0;0;0;0;5;0;0;0;5;4.5;0;5.5;5;5;5;5;6;0;5;;;;;;;;;;;;;;;;5;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Jeno Jekob;MD;8;10;4.72;0;4.6;9;0;20;0.83;0;1.4;0;0;0;0.67;0;0.75;464;0;1114;51.56;0;55.7;;;;1000;0;0;4.5;4.5;0;0;0;0;0;5;5;4;5.5;0;0;0;3;5.5;5.5;0;0;0;4.5;5;7;5;4.5;4;0;5.5;0;0;3.5;0;0;6;4.5;0;;;;;;;;;;;;;;;;3.5;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Sow Saïdou;DL;4;4;4.71;5.63;4.5;7;4;9;1.41;0.48;1.3;0;0;0;0.43;0.5;0.56;393;255;548;56.14;63.75;60.89;;;;1000;6;5.5;6;5;0;0;0;0;0;0;0;0;0;0;3;2.5;5;0;0;0;4;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Gomis Donatien;DC;8;8;4.71;0;4.71;7;0;7;1.68;0;1.68;0;0;0;0.86;0;0.86;562;0;562;80.29;0;80.29;;;;1000;0;0;3.5;6;0;0;0;0;0;0;0;0;0;0;5;1.5;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Duterte Rémy;DL;5;5;4.71;0;4.71;7;0;7;0.49;0;0.49;0;0;0;0.43;0;0.43;271;0;271;38.71;0;38.71;;;;1000;0;0;0;4;0;0;0;0;0;0;0;4;5;5;5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Palun Lloyd;DL;6;;4.7;0;4.94;5;0;17;1.25;0;0.86;0;0;0;0.6;0;0.82;285;0;1233;57;0;72.53;;;;1000;0;0;0;0;0;5.5;0;0;0;5;5.5;0;0;2.5;5;0;0;0;0;0;0;4.5;5.5;0;4.5;5.5;0;5;5.5;5.5;4.5;3.5;5;5.5;6;0;0;0;;;;;;;;;;;;;;;;5;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
N'Duquidi Joseph;MD;3;4;4.7;5;4.7;5;2;5;0.45;0;0.45;0;0;0;0.2;0;0.2;89;2;89;17.8;1;17.8;;;;1000;5;5;0;0;0;0;4.5;0;0;0;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Metz;Valenciennes;sam. 28/01 19:00;50;0.15089;0.2651;
Pendant Jason;DL;12;14;4.69;0;4.69;16;0;16;0.79;0;0.79;0;0;0;1;0;1;1374;0;1374;85.88;0;85.88;;;;1000;0;0;0;5;5.5;4.5;5;5;5.5;5.5;4;5;5;3;5;5;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4;Quevilly RM;Paris FC;sam. 28/01 19:00;50;;;
Michel Florian;MO;1;2;4.69;0;4.87;8;0;19;0.46;0;0.6;0;0;0;0.5;0;0.68;336;0;1020;42;0;53.68;;;;1000;0;0;0;0;0;0;0;0;0;0;5;4.5;5;4.5;4.5;4;4.5;5.5;0;0;3.5;5;6;5.5;5.5;4.5;5;4.5;0;5;0;0;0;0;0;5;0;5.5;;;;;;;;;;;;;;;;4.5;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Olaitan Junior;MO;9;10;4.69;5.13;4.75;18;4;24;0.57;0.25;0.53;0;0;0;0.22;0.5;0.25;517;155;732;28.72;38.75;30.5;;;;1000;5;5;5.5;5;0;3.5;4.5;4.5;5;4.5;5;5;4.5;4.5;4;4;5.5;5.5;4;4.5;0;5.5;5;0;5;0;5;4.5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Chibozo Ange;A;8;12;4.69;0;4.69;16;0;16;0.6;0;0.6;0;0;0;0.06;0;0.06;387;0;387;24.19;0;24.19;;;;1000;0;5;0;0;4.5;6;4.5;4;5.5;4.5;5.5;4;5;4;4.5;4;4.5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
Mouyokolo Loris;DC;11;11;4.68;4.56;4.68;14;9;14;0.77;0.68;0.77;0;0;0;0.86;0.89;0.86;1036;703;1036;74;78.11;74;;;;1000;3;5;4.5;5;5;4.5;5;5;4;0;0;5;5.5;0;6;4.5;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5.5;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Abzi Diyaeddine;MO;9;9;4.68;4.75;4.68;14;2;14;0.64;0.35;0.64;0;0;0;0.36;0;0.36;541;28;541;38.64;14;38.64;;;;1000;5;4.5;0;5;0;5;0;5;0;5;4.5;0;5;5;5;3.5;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Benrahou Yassine;MO;6;6;4.67;4.83;5.15;9;3;23;0.66;1.26;1.05;0;0;4;0.44;0.67;0.74;428;186;1458;47.56;62;63.39;;365;6.5;1000;5;3.5;6;0;4.5;0;0;0;0;0;0;0;0;4.5;4.5;0;4.5;5;4.5;4;6;0;5;5;3.5;5;5;4.5;6.5;6.5;6;0;0;5;0;7.5;7;0;;;;;;;;;;;;;;;;4.75;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Mohamed Iyad;MD;1;1;4.67;0;4.8;3;0;5;0.29;0;0.27;0;0;0;0;0;0;10;0;22;3.33;0;4.4;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;4.5;0;0;0;5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
El Hassani Nacim;MD;1;1;4.67;0;3.5;3;0;4;0.29;0;2.35;0;0;0;0.67;0;0.75;88;0;88;29.33;0;22;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Traoré Cheick;DL;10;10;4.66;0;4.69;16;0;34;0.68;0;0.95;0;0;1;0.94;0;0.94;1280;0;2796;80;0;82.24;;2796;7;1000;0;4.5;4;6.5;5;0;4.5;4.5;4;0;4;4.5;5;5;5;4.5;3.5;5;5;5;4;4.5;4;5;3;4.5;5.5;4.5;7;5;5;3.5;5.5;6;2;5;6;0;;;;;;;;;;;;;;;;4;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Vallier Lenny;DL;10;12;4.64;5.08;4.82;18;6;31;0.92;0.38;0.98;0;0;0;0.94;0.83;0.97;1536;464;2591;85.33;77.33;83.58;;;;1000;5;4.5;5.5;5;5.5;5;0;4;4;5;3.5;5;4.5;4;3.5;6;5;2.5;6;5;4.5;4;4;5;7;5.5;0;6;5;0;0;4.5;0;4.5;0;4;0;7;;;;;;;;;;;;;;;;5.5;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Tchaouna Loum;A;9;9;4.64;4.67;4.56;11;3;17;0.23;0.29;0.24;0;0;0;0.27;0.33;0.18;393;118;448;35.73;39.33;26.35;;;;1000;4.5;5;4.5;0;4.5;0;4.5;4.5;5;4.5;5;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;4;4.5;0;0;4.5;0;4.5;0;4.5;0;0;0;0;4.5;;;;;;;;;;;;;;;;5;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Sainati Joris;DC;11;14;4.63;5.5;4.89;15;1;32;1.13;0;0.98;0;0;0;0.93;1;0.97;1189;90;2719;79.27;90;84.97;;;;1000;5.5;0;6;5;3.5;0;0;4.5;3.5;6;0;5;5.5;3;4;3.5;6;5.5;3;6;4;0;5;4.5;4;5.5;5.5;4.5;6;5.5;4;0;5.5;6;6;5;4;6;;;;;;;;;;;;;;;;5.25;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
Tebily Hermann;A;6;8;4.63;4.5;4.58;8;1;12;0.44;0;0.42;0;0;0;0;0;0;72;12;125;9;12;10.42;;;;1000;4.5;0;0;0;4.5;0;5.5;4.5;5;4.5;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;4;5;0;0;0;0;4.5;;;;;;;;;;;;;;;;5;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Gonçalvés Jonathan;DC;4;4;4.63;4.5;4.63;4;1;4;0.25;0;0.25;0;0;0;0;0;0;24;5;24;6;5;6;;;;1000;4.5;0;0;5;0;0;0;0;0;0;0;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Palencia Sergi;DL;9;11;4.61;0;4.61;9;0;9;1.19;0;1.19;0;0;0;0.78;0;0.78;607;0;607;67.44;0;67.44;;;;1000;0;0;0;0;0;0;0;0;4.5;5;0;5;4;7;5;2.5;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Nomel Landry;MO;7;;4.61;4.88;4.61;9;4;9;0.33;0.25;0.33;0;0;0;0.33;0.5;0.33;336;169;336;37.33;42.25;37.33;;;;1000;5;5;4.5;5;0;0;4;0;4.5;4.5;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valenciennes;FC Metz;sam. 28/01 19:00;50;0.04844;0.14911;
Billemaz Clément;MO;9;9;4.59;4.88;4.59;17;4;17;0.64;0.75;0.64;0;0;0;0.41;0.5;0.41;721;162;721;42.41;40.5;42.41;;;;1000;5.5;5.5;4;4.5;0;4.5;4.5;4;5;4;3;4.5;4.5;5.5;4.5;0;4.5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Manceau Vincent;DL;11;12;4.58;4.65;4.64;18;10;28;0.9;0.88;0.96;0;0;0;0.89;0.9;0.82;1460;867;2198;81.11;86.7;78.5;;;;1000;3.5;5.5;4;6;4.5;5;5;4;3.5;5.5;0;4.5;5;3;5.5;3;5;5;5;6;5;5;5.5;0;0;5;0;0;0;5;0;0;5;0;2.5;0;5.5;0;;;;;;;;;;;;;;;;5;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Paquiez Gaëtan;DL;9;10;4.58;4.83;4.74;12;3;29;0.82;0.29;0.73;0;0;0;0.75;0.67;0.79;773;181;2028;64.42;60.33;69.93;;;;1000;4.5;5;5;0;0;4.5;0;0;4;0;3;4.5;5;5.5;0;0;3.5;6;4.5;5;5;5.5;4.5;5;4;6.5;4.5;4.5;5;5;4.5;0;5;3.5;0;4.5;5.5;5;;;;;;;;;;;;;;;;3.5;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Park Jung-Bin;A;7;;4.58;5;4.58;6;1;6;0.2;0;0.2;0;0;0;0;0;0;89;24;89;14.83;24;14.83;;;;1000;5;0;0;0;0;4.5;4.5;0;0;4.5;0;0;4.5;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Hountondji Andréas;A;4;7;4.57;0;4.33;7;0;18;0.53;0;0.42;0;0;0;0.57;0;0.22;397;0;526;56.71;0;29.22;;;;1000;0;0;0;0;0;0;0;4.5;0;0;0;4.5;0;3.5;0;5;4.5;5;5;4.5;0;0;4;4;4.5;0;0;0;0;0;4.5;4;4;4;4.5;0;4;4;;;;;;;;;;;;;;;;5;Quevilly RM;Paris FC;sam. 28/01 19:00;50;;;
El Amri Yacine;A;1;1;4.57;0;4.57;7;0;7;0.45;0;0.45;0;0;0;0.29;0;0.29;168;0;168;24;0;24;;;;1000;0;0;0;0;0;0;0;0;0;0;0;5;5;5;4;0;4.5;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Valenciennes;FC Metz;sam. 28/01 19:00;50;0.04844;0.14911;
Bakayoko Abdoulaye;DC;9;9;4.56;0;4.62;9;0;13;0.73;0;0.77;0;0;0;0.78;0;0.85;503;0;811;55.89;0;62.38;;;;1000;0;0;4.5;0;4.5;4;0;5;3;5;0;5;4.5;5.5;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;6;4;0;;;;;;;;;;;;;;;;3;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Gorgelin Mathieu;G;7;8;4.5;4.5;4.8;1;1;5;0;0;1.25;0;0;0;1;1;0.8;90;90;410;90;90;82;;;;1000;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;4.5;;;;;;;;;;;;;;;;6;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Jung Andrew;A;8;8;4.5;4.5;4.48;11;9;24;0;0;0.43;0;0;1;0.09;0.11;0.29;143;117;730;13;13;30.42;;730;6;1000;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;0;4.5;4.5;0;0;0;0;0;0;0;4;0;4.5;3.5;5;4.5;0;0;0;0;4;4.5;4.5;0;4.5;4;4.5;6;4.5;;;;;;;;;;;;;;;;0;Quevilly RM;Paris FC;sam. 28/01 19:00;50;;;
David Florian;MO;1;;4.5;0;4.88;1;0;12;0;0;0.53;0;0;0;0;0;0.25;1;0;285;1;0;23.75;;;;1000;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;4.5;6;5;5;4.5;5;4;4.5;0;0;0;0;5;5;5.5;0;;;;;;;;;;;;;;;;4;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Meddah Daylam;MD;1;1;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;20;0;20;20;0;20;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Sidibé Abdoulaye;MO;2;2;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;33;0;33;33;0;33;;;;1000;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Bassette Norman;A;1;12;4.5;0;4.5;4;0;4;0;0;0;0;0;0;0;0;0;30;0;30;7.5;0;7.5;;;;1000;0;0;0;0;0;0;4.5;0;0;4.5;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
Ibrahim Fofana;MD;3;3;4.5;4.5;4.5;2;1;2;0;0;0;0;0;0;0;0;0;12;4;12;6;4;6;;;;1000;4.5;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
Da Silva Sébastien;A;4;4;4.5;0;4.5;4;0;4;0;0;0;0;0;0;0;0;0;44;0;44;11;0;11;;;;1000;0;0;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Nsimba Steven;A;1;1;4.5;0;4.5;3;0;3;0;0;0;0;0;0;0;0;0;42;0;42;14;0;14;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Baaloudj Mehdi;A;7;7;4.5;0;4.5;9;0;9;0.35;0;0.35;0;0;0;0;0;0;76;0;76;8.44;0;8.44;;;;1000;0;0;0;0;4.5;4;0;4.5;5;4.5;0;0;5;0;0;0;4.5;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Ros Marius;A;3;3;4.5;0;4.5;2;0;2;0.71;0;0.71;0;0;0;0.5;0;0.5;90;0;90;45;0;45;;;;1000;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Inikurogha Okardi;A;3;3;4.5;0;4.5;4;0;4;0;0;0;0;0;0;0;0;0;26;0;26;6.5;0;6.5;;;;1000;0;0;0;4.5;0;0;0;0;0;0;0;4.5;0;0;4.5;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Yaméogo Bachirou;MO;1;1;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;16;0;16;16;0;16;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Samoura Amadou;A;1;1;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Hafid Mohamed;A;;;4.5;4.5;4.5;1;1;1;0;0;0;0;0;0;0;0;0;54;54;54;54;54;54;;;;1000;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
N'Chobi Kader;A;9;11;4.47;0;4.47;17;0;17;0.82;0;0.82;0;0;0;0.29;0;0.29;580;0;580;34.12;0;34.12;;;;1000;0;4.5;3.5;4;4;4;4;0;6;6;5;4;4;4;3.5;4.5;6;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Rocheteau Kévin;A;7;7;4.45;4.5;4.53;11;2;19;0.47;0;0.46;0;0;0;0.36;0;0.42;455;10;791;41.36;5;41.63;;;;1000;4.5;4.5;0;0;4.5;4;5;0;4.5;0;0;0;4;5;3.5;5;0;4.5;0;0;0;0;5;4.5;4;4.5;0;4.5;4.5;5.5;0;0;0;0;0;4.5;0;0;;;;;;;;;;;;;;;;4.5;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Matufueni M'bondo Bradley;DC;7;7;4.44;0;4.59;8;0;11;0.82;0;0.83;0;0;0;0.38;0;0.55;369;0;639;46.13;0;58.09;;;;1000;0;0;5;5;0;3.5;5;4;0;5;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;4.5;0;0;0;0;6;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Moutachy Joris;DL;8;8;4.42;4.61;4.54;18;9;34;0.9;0.6;0.81;0;0;0;0.78;0.56;0.88;1286;507;2721;71.44;56.33;80.03;;;;1000;4.5;5;5;5;4.5;4;5.5;3.5;4.5;0;2;5.5;4;4.5;3.5;5;4.5;3.5;5.5;4.5;4.5;3;4.5;4.5;0;5;6;5;4.5;0;5.5;4.5;5;3.5;5;5;0;5;;;;;;;;;;;;;;;;4.75;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Robic Antony;A;7;8;4.42;0;4.59;13;0;29;0.45;0;0.67;0;0;1;0.23;0;0.34;293;0;985;22.54;0;33.97;;985;6;1000;0;0;0;0;5;4;4.5;4;3.5;4.5;5;0;4;5;4.5;4.5;4.5;0;4.5;5.5;5.5;3;5;4.5;0;4.5;0;4.5;4.5;5;4;4.5;5;6;4;0;4;6;;;;;;;;;;;;;;;;4.5;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
Sbaï Amine;MO;6;8;4.4;5.5;4.4;10;2;10;0.66;0.71;0.66;0;0;0;0.2;0.5;0.2;259;95;259;25.9;47.5;25.9;;;;1000;6;5;0;0;4;0;4;4.5;0;0;0;4;0;0;4.5;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Sylla Dembo;A;9;13;4.39;4.38;4.39;14;4;14;0.53;0.25;0.53;0;0;0;0.36;0;0.36;503;72;503;35.93;18;35.93;;;;1000;4.5;4.5;4;4.5;0;4.5;4.5;4.5;3;5;5;5;4;4.5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
