Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Djuric Milan;A;8;10;4.73;5.33;5.11;15;6;31;0.8;0.93;1.05;1;1;5;0.4;1;0.71;615;476;1980;41;79.33;63.87;615;396;6;8;6;4.5;6;6.5;4.5;4.5;0;4.5;4;5;4;4;4.5;0;0;0;4;4.5;4.5;3.5;6;5;6;7;5.5;4.5;5;5;7.5;3.5;5;7;6;0;0;0;6;5;2;;;;;1;3;0.4344;335;;1;70.91;15;;;4;Verona;Udinese;lun. 30/01 20:45;50;0.38976;0.3992;
Colley Omar;DC;11;14;4.7;5;4.89;15;2;28;1.1;0;1.11;1;0;1;0.93;1;0.96;1295;170;2463;86.33;85;87.96;1295;2463;7.5;11;5;5;0;0;0;4;4.5;3;7.5;5;5;3.5;5;0;4;5;3.5;6;4.5;0;5.5;4.5;6.5;5.5;3.5;4.5;4.5;5.5;3;5;0;6;5.5;7;0;0;0;0;3;;;;;;1;0.8548;848;21;9;59.41;13;;;4.5;Sampdoria;Atalanta;sam. 28/01 20:45;50;0.34437;0.34457;
Nestorovski Ilija;A;9;9;4.7;4.58;4.75;10;6;16;0.71;0.74;0.95;1;1;2;0;0;0.06;104;42;276;10.4;7;17.25;104;138;6;9;4;4.5;4.5;4;6;4.5;0;0;4.5;0;0;4.5;0;4.5;0;0;6;0;0;7.5;4.5;4;0;0;4.5;0;4;0;0;0;0;0;0;0;0;0;0;4.5;;;;;1;1;1;0.675;48;;;29.41;4;;;4.5;Udinese;Verona;lun. 30/01 20:45;50;0.51545;0.51209;
Sabiri Abdelhamid;MO;6;7;4.69;5.5;5.13;13;2;26;1.23;0.71;1.42;1;0;4;0.85;0.5;0.77;917;73;1766;70.54;36.5;67.92;917;442;7;6;5;6;0;0;0;0;0;0;5;4.5;4;2.5;7;3.5;4.5;5.5;3;5.5;5;3.5;8;4.5;8;5;5;4;5;6.5;7.5;5;0;6;4.5;0;0;0;0;0;0.5;;;1;;2;8;0.738;602;2;7;48.85;23;;;5;Sampdoria;Atalanta;sam. 28/01 20:45;50;0.34437;0.34457;
Augello Tommaso;DL;10;10;4.69;5;4.87;18;7;35;0.97;1.15;0.8;1;1;1;0.89;0.86;0.71;1449;566;2383;80.5;80.86;68.09;1449;2383;7.5;10;5;4.5;5;7.5;4.5;4;4.5;0;5;4;5;3.5;4;6;4.5;5;3;5;4.5;4.5;5.5;4.5;6.5;5.5;5;5;5.5;5;5.5;5;0;4.5;5;5;5;4.5;4.5;0;1.5;;;1;2;2;6;0.7634;1002;7;6;48.1;6;;;4.5;Sampdoria;Atalanta;sam. 28/01 20:45;50;0.34437;0.34457;
Origi Divock;A;9;10;4.68;0;4.75;11;0;14;0.84;0;0.83;1;0;2;0.36;0;0.29;454;0;514;41.27;0;36.71;454;257;6;9;0;4.5;0;0;4.5;4;4.5;4;7;5;4.5;0;0;0;4.5;0;0;5;4;0;4.5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;1;2;0.6245;189;;1;41.94;6;;;0;Milan;Lazio;mar. 24/01 20:45;42.55319149;0.70833;0.71846;0.73119
Ferrari Gian Marco;DC;9;11;4.67;4.38;4.69;18;8;34;1.16;1.09;1.18;1;1;1;0.94;0.88;0.94;1524;626;2866;84.67;78.25;84.29;1524;2866;6;9;6;4.5;5;3.5;3;5;5;3;0;4;4;7;6;4;5;6;4.5;5.5;3;2.5;6;5.5;2;0;6;5;5;5.5;4.5;0;5.5;0;5;3.5;4.5;3.5;6;5.5;4;;;;;;1;0.8247;988;15;13;66.34;17;;;4.25;Sassuolo;Milan;dim. 29/01 12:30;50;0.42851;0.41827;
Lammers Sam;A;9;10;4.67;4.64;4.67;18;7;18;0.57;0.38;0.57;1;0;1;0.78;0.71;0.78;1214;490;1214;67.44;70;67.44;1214;1214;6.5;9;4.5;4;5;4.5;4.5;5;5;0;4.5;4;4.5;4.5;4;4.5;6.5;5;4.5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;1;1;1;11;0.6884;517;5;12;46.25;12;;;0;Sampdoria;Atalanta;sam. 28/01 20:45;50;0.34437;0.34457;
Satriano Martín;A;9;10;4.66;0;4.77;16;0;31;0.63;0;0.88;1;0;5;0.88;0;0.81;1095;0;2034;68.44;0;65.61;1095;407;6;9;0;5;4.5;4.5;5;4;5.5;0;4;5;0;3.5;5;4;6;5;4.5;4.5;4.5;0;4;4;6;4.5;4;0;5;6;4.5;3;5;5;6;7.5;4.5;4.5;0;0;4;;;;1;1;12;0.7162;423;1;5;40.67;11;;;0;Empoli;Inter;lun. 23/01 20:45;10.1010101;0.37585;0.38653;0.39227
Botheim Erik;A;9;;4.63;0;4.63;15;0;15;0.61;0;0.61;1;0;1;0.2;0;0.2;324;0;324;21.6;0;21.6;324;324;6;9;0;0;4;0;4;4.5;4.5;4.5;5;0;6;4;4.5;4.5;4.5;4.5;6;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;2;1;0.6164;129;;3;50;7;;;4.5;Salernitana;Lecce;ven. 27/01 20:45;50;0.33618;0.31687;
Bianchetti Matteo;DC;9;11;4.61;0;4.61;14;0;14;1.02;0;1.02;1;0;1;0.86;0;0.86;1174;0;1174;83.86;0;83.86;1174;1174;5;9;0;4.5;3.5;4.5;0;6;0;5.5;4.5;5.5;2;5;5;0;0;3.5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;1;1;0.7868;655;9;10;55.56;12;;;0;Cremonese;Bologna;lun. 23/01 18:30;23.92344498;0.25753;0.26186;0.26146
Agustín Álvarez Martínez;A;8;8;4.61;4.2;4.61;14;5;14;0.76;0.27;0.76;1;0;1;0.07;0.2;0.07;257;131;257;18.36;26.2;18.36;257;257;6;8;4;4;4;4.5;4.5;0;4.5;4.5;0;4.5;4;6.5;6;4.5;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;1;2;0.8027;116;2;2;33.33;6;;;4;Sassuolo;Milan;dim. 29/01 12:30;50;0.42851;0.41827;
Lasagna Kevin;A;11;12;4.6;4.5;4.74;15;2;29;0.6;0;0.65;1;0;2;0.67;0.5;0.55;937;93;1615;62.47;46.5;55.69;937;808;5;11;4.5;4.5;0;0;6;5.5;5;4;4.5;0;0;4.5;4;4;5;4.5;4;4;5;6;4.5;4.5;5;4;5;5;0;0;0;5.5;0;0;4.5;4;5.5;4;5;6;1;;;;2;2;4;0.6155;322;3;3;30.65;18;;;4.5;Verona;Udinese;lun. 30/01 20:45;50;0.38976;0.3992;
Pellegri Pietro;A;9;9;4.55;0;4.55;11;0;20;0.52;0;0.56;1;0;2;0.36;0;0.25;369;0;579;33.55;0;28.95;369;290;6;9;0;0;0;0;0;0;4.5;4;6;4.5;4.5;0;4.5;4.5;4.5;4.5;4.5;4;0;4.5;4;4.5;4.5;0;6;5;0;0;0;0;4;0;0;4.5;0;0;0;4;1;;;;;1;3;0.6303;139;;1;31.33;9;;;4.5;Torino;Empoli;sam. 28/01 15:00;50;0.44904;0.47166;
Gyasi Emmanuel;A;9;11;4.53;4.9;4.73;17;5;33;0.8;0.74;0.95;1;1;4;1;1;0.97;1397;413;2711;82.18;82.6;82.15;1397;678;6;9;4;5;5;6;4.5;0;0;4;4;5;4;3;5;5;5.5;4;4;3.5;5.5;0;7;3.5;5;4.5;5;5;6;3;5;4.5;4.5;5;4.5;0;5.5;7;0;4;2.5;;;;;;7;0.8026;551;3;5;30.4;18;;;5.25;Spezia;Bologna;ven. 27/01 18:30;50;0.34734;0.35155;
Holm Emil;DL;10;10;4.53;4.47;4.53;18;16;18;0.96;1.01;0.96;1;1;1;0.89;1;0.89;1305;1290;1305;72.5;80.63;72.5;1305;1305;6.5;10;5;5.5;3;3.5;5;5;4;4;4.5;6.5;3.5;3;5.5;5;3.5;5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;;;;1;3;16;0.6253;806;8;14;46.37;20;;;3.5;Spezia;Bologna;ven. 27/01 18:30;50;0.34734;0.35155;
Petagna Andrea;A;9;10;4.5;4.72;4.67;14;9;21;0.76;0.71;0.91;1;1;3;0.64;0.56;0.57;755;451;985;53.93;50.11;46.9;755;328;5;9;5;6;4.5;4;4;4;5.5;5;4.5;0;0;0;0;0;5;4;4.5;3;4;6;0;4;0;0;0;0;0;0;4.5;0;0;3.5;0;6;0;0;6.5;4.5;2;1;;;3;3;3;0.7441;332;2;4;41.98;10;;;0;Monza;Juventus;dim. 29/01 15:00;50;0.40131;0.3839;
Gytkjær Christian;A;8;;4.46;4.33;4.46;14;3;14;0.54;0.29;0.54;1;0;1;0.14;0;0.14;399;67;399;28.5;22.33;28.5;399;399;6;8;4.5;4;4.5;0;0;4.5;0;4;4;4.5;5;4;6;0;4.5;0;4;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;2;0.6099;122;;2;37.5;9;;;6;Monza;Juventus;dim. 29/01 15:00;50;0.40131;0.3839;
Destro Mattia;A;10;10;4.3;0;4.38;10;0;25;0.92;0;0.97;1;0;3;0.6;0;0.64;459;0;1294;45.9;0;51.76;459;431;6;10;0;0;0;0;0;0;4.5;3;3;4.5;6;4.5;0;0;0;4.5;4.5;5;3.5;0;4.5;4;4;5;4;0;4;5.5;5;4;0;4.5;6.5;3.5;3.5;2.5;0;6;2.5;;;;;1;;0.576;123;1;1;26.67;9;;;0;Empoli;Inter;lun. 23/01 20:45;10.1010101;0.37585;0.38653;0.39227
Perin Mattia;G;7;8;5.86;0;5.72;7;0;9;0.99;0;0.97;0;0;0;0.86;0;0.89;587;0;722;83.86;0;80.22;;;;1000;0;0;0;0;0;5.5;0;0;0;0;0;0;5.5;5;7;5;0;5.5;7.5;4.5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;;;;;;;;;;;7;13;5.5;Juventus;Monza;dim. 29/01 15:00;50;0.65664;0.67279;
Gollini Pierluigi;G;7;7;5.83;0;5.83;3;0;3;0.29;0;0.29;0;0;0;1;0;1;270;0;270;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;5;1;0;Fiorentina;Lazio;dim. 29/01 18:00;50;0.49809;0.50087;
Sepe Luigi;G;17;19;5.73;0;5.63;15;0;30;1.05;0;0.85;0;0;0;1;0;1;1350;0;2654;90;0;88.47;;;;1000;0;0;0;0;4;6;6.5;6;6.5;6;5.5;4;4;7;5.5;6;7.5;6;5.5;0;6;5.5;6;5.5;4.5;5.5;6;6;5.5;4;5;5.5;6;0;0;0;0;6;3;;;;;;;;;;;;;41;11;4;Salernitana;Lecce;ven. 27/01 20:45;50;0.33618;0.31687;
Maignan Mike;G;13;20;5.71;0;5.73;7;0;26;0.91;0;0.8;0;0;0;1;0;1;630;0;2340;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;5;6;5.5;7.5;6;5;5;6;6;5;6;5;6;6;6.5;5.5;6;6;6;3;5.5;6.5;5.5;6;6;6.5;2;;;;;;;;;;;;;9;5;5;Milan;Lazio;mar. 24/01 20:45;42.55319149;0.70833;0.71846;0.73119
Mário Rui;DL;16;19;5.7;5.83;5.47;15;3;30;0.75;0.76;0.87;0;0;0;0.93;1;0.97;1225;250;2532;81.67;83.33;84.4;;;;1000;6;5;6.5;0;4.5;6;0;7;0;4.5;6;6.5;5.5;5;6;0;5;6;6;0;5;6;7;3.5;5;4.5;6.5;6.5;5;4.5;4.5;5.5;4.5;5;5.5;0;0;0;6.5;;;;6;5;7;0.8287;1305;15;14;52.88;13;;;5;Napoli;Roma;dim. 29/01 20:45;50;0.80235;0.81556;
Cataldi Danilo;MD;14;16;5.69;0;5.56;16;0;31;0.79;0;0.67;0;0;0;0.94;0;0.74;1148;0;1906;71.75;0;61.48;;;;1000;0;6.5;5.5;5.5;5;6;7;4.5;6;5;0;6.5;7;0;4.5;5.5;6;5;5.5;6;6;6;5.5;5;4.5;5.5;5.5;5;0;0;0;6;5.5;5;0;5;6;5;9;;;;;;6;0.8818;926;14;11;49.33;8;;;5;Lazio;Milan;mar. 24/01 20:45;33.00330033;0.57508;0.5542;0.58437
Provedel Ivan;G;19;23;5.69;0;5.67;18;0;35;1.02;0;1.05;0;0;0;0.94;0;0.97;1612;0;3114;89.56;0;88.97;;;;1000;0;6;4;4;4.5;5.5;6.5;4;6;6.5;7;6;7;6;6;5;7;5.5;6;4;6;4;6;6;5;7;6.5;4;6;5.5;8;6;4.5;0;6;6.5;0;5;10;;;;;;;;;;;;;27;14;0;Lazio;Milan;mar. 24/01 20:45;33.00330033;0.57508;0.5542;0.58437
Izzo Armando;DC;11;12;5.67;5.57;5.37;12;7;19;0.65;0.73;0.76;0;0;0;0.92;1;0.84;962;617;1389;80.17;88.14;73.11;;;;1000;5.5;5.5;5;5;7;5;6;0;0;0;6;6;6.5;5;5.5;0;0;0;0;0;5;3.5;0;0;5;5.5;5.5;5;4.5;0;0;0;0;0;0;0;0;0;6;;;;;1;;0.8359;761;17;26;68.75;16;;;6.5;Monza;Juventus;dim. 29/01 15:00;50;0.40131;0.3839;
Cuadrado Juan;DL;25;29;5.67;5;5.69;15;1;31;0.86;0;0.81;0;0;0;0.87;0;0.87;1034;9;2254;68.93;9;72.71;;;;1000;5;0;0;0;6;5.5;6;6.5;8;5;5.5;6;0;5.5;4.5;5.5;6;4.5;5.5;0;4.5;4.5;0;0;6;6;5.5;7;5;7;7;6;5.5;5.5;5.5;6;5;5.5;7.5;;;;3;5;6;0.8679;786;13;18;56.6;14;;;0;Juventus;Monza;dim. 29/01 15:00;50;0.65664;0.67279;
Vicario Guglielmo;G;20;22;5.67;0;5.64;18;0;37;1.26;0;1.46;0;0;0;1;0;1;1620;0;3330;90;0;90;;;;1000;0;8;4.5;5;7.5;4.5;6.5;6;3.5;7;6.5;4;6.5;6;5;5.5;6;6;4;8.5;8;6;4;4.5;3;7;8;5;6;7;4;4;5.5;6;3.5;5.5;4;7;6;;;;;;;;;;;;;38;21;6;Empoli;Inter;lun. 23/01 20:45;10.1010101;0.37585;0.38653;0.39227
Patric;DC;9;14;5.65;0;5.33;10;0;24;0.82;0;0.88;0;0;1;0.9;0;0.92;754;0;1910;75.4;0;79.58;;1910;7;1000;0;5;0;0;0;0;0;0;0;0;6;5.5;7.5;5.5;4.5;5;5.5;6;6;0;5;7;3.5;5;5;5;5.5;0;0;0;4;4.5;5;6;6;5.5;0;4.5;4.5;;;;;;;0.8906;584;5;7;50;2;;;5;Lazio;Milan;mar. 24/01 20:45;33.00330033;0.57508;0.5542;0.58437
Ricci Samuele;MD;12;14;5.65;5.5;5.47;13;9;29;0.75;0.71;0.65;0;0;0;0.85;0.89;0.79;1019;727;2042;78.38;80.78;70.41;;;;1000;6.5;4.5;5;5;6.5;5.5;6;5.5;5;0;5;0;0;0;0;0;6;6;7;5.5;5;5;6;6;6;5;5.5;0;5;5.5;5;0;0;0;5;6;4;5.5;4.5;;;;1;2;1;0.9044;710;8;6;65.85;12;;;5.5;Torino;Empoli;sam. 28/01 15:00;50;0.44904;0.47166;
Locatelli Manuel;MD;17;22;5.63;5.71;5.5;16;7;28;0.92;0.7;0.81;0;0;1;1;1;0.93;1276;536;2149;79.75;76.57;76.75;;2149;6;1000;5.5;5;5;5.5;7;6;6;0;7.5;6.5;4;6.5;0;0;5;5.5;4.5;5;5.5;4.5;5.5;0;0;0;0;0;5;0;6.5;6;5;5;5;0;4.5;5.5;6;5.5;10.5;;;;;1;3;0.8282;911;17;20;61.31;22;;;0;Juventus;Monza;dim. 29/01 15:00;50;0.65664;0.67279;
Rovella Nicolò;MD;15;17;5.62;0;5.44;13;0;18;0.89;0;0.82;0;0;0;0.69;0;0.56;826;0;976;63.54;0;54.22;;;;1000;0;0;0;0;7.5;5.5;6;5;0;5.5;5;7;6.5;5;5.5;0;5;4.5;5;5;0;0;0;0;0;0;0;0;0;5;5.5;4.5;5;0;0;0;0;0;5;;;;;1;;0.9167;807;20;13;54.55;13;;;6.5;Monza;Juventus;dim. 29/01 15:00;50;0.40131;0.3839;
Gatti Federico;DC;9;10;5.6;0;5.6;5;0;5;0.89;0;0.89;0;0;0;1;0;1;450;0;450;90;0;90;;;;1000;0;0;0;6;6;0;0;6;0;0;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;0.8173;379;6;3;60.53;4;;;4;Juventus;Monza;dim. 29/01 15:00;50;0.65664;0.67279;
Meret Alex;G;18;22;5.58;5.58;5.52;19;19;23;0.99;0.99;1.07;0;0;0;1;1;1;1710;1710;2060;90;90;89.57;;;;1000;6;5.5;6;4;5;5.5;6;7.5;6;3.5;4.5;5.5;6;6;5;6.5;7;6;4.5;6;0;0;0;3.5;7;0;0;0;0;0;0;0;0;0;4.5;0;0;0;8;;;;;;;;;;;;;22;14;6.5;Napoli;Roma;dim. 29/01 20:45;50;0.80235;0.81556;
Szczesny Wojciech;G;17;24;5.58;5.4;5.65;13;5;30;1.22;1.78;1.08;0;0;0;1;1;1;1123;450;2653;86.38;90;88.43;;;;1000;4;3;6.5;6.5;7;0;6.5;5.5;6.5;6;4;6;0;0;0;5;6;0;0;0;0;6;5.5;7;4.5;4.5;4.5;6.5;7;6.5;4;5.5;4.5;6;6.5;6;7;5.5;8;;;;;;;;;;;;;18;12;0;Juventus;Monza;dim. 29/01 15:00;50;0.65664;0.67279;
Falcone Wladimiro;G;18;22;5.58;5.58;5.72;19;19;27;0.87;0.87;1.09;0;0;0;1;1;0.96;1710;1710;2385;90;90;88.33;;;;1000;4;4;6;5.5;6.5;6;6;6;4.5;6;6.5;5;6;4.5;5.5;6.5;5.5;5;7;0;0;0;0;0;0;0;0;0;4;5;0;6.5;7.5;8;4.5;7.5;5.5;0;2;;;;;;;;;;;;;41;18;6;Lecce;Salernitana;ven. 27/01 20:45;50;0.37604;0.36995;
Hjulmand Morten;MO;17;19;5.56;5.25;5.56;17;2;17;1.1;1.06;1.1;0;0;0;1;1;1;1445;180;1445;85;90;85;;;;1000;4.5;6;0;5.5;7.5;7.5;5.5;4.5;5;0;3.5;5;6.5;5;4.5;7;5.5;6;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;3;2;1;0.7814;799;37;26;60.4;29;;;6.5;Lecce;Salernitana;ven. 27/01 20:45;50;0.37604;0.36995;
Walace;MD;17;20;5.55;5.55;5.5;19;19;38;0.76;0.76;0.93;0;0;1;1;1;0.95;1636;1636;3172;86.11;86.11;83.47;;3172;8;1000;6;4.5;5.5;5;5;5.5;5.5;5.5;5.5;6;5.5;7;5;6;7.5;5;6;4.5;5;7;5;5.5;5.5;6;6.5;4.5;5;5.5;0;6.5;5;5.5;3.5;5;6;5;3.5;8;4.5;;;;;1;3;0.8391;1192;25;23;47.53;23;;;5.25;Udinese;Verona;lun. 30/01 20:45;50;0.51545;0.51209;
Onana André;G;15;19;5.55;0;5.55;10;0;10;0.93;0;0.93;0;0;0;1;0;1;900;0;900;90;0;90;;;;1000;0;6;5;6.5;6;5.5;4;6;4;6.5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;16;7;0;Inter;Empoli;lun. 23/01 20:45;77.51937984;0.78839;0.77764;0.75498
Ismajli Ardian;DC;11;13;5.54;0;5.06;14;0;24;0.75;0;1.02;0;0;0;0.93;0;0.79;1202;0;1837;85.86;0;76.54;;;;1000;0;5.5;5;5;7;5;6;5;0;0;0;0;6;4.5;4.5;6.5;5.5;6;6;0;0;4.5;0;0;3;5.5;5;0;0;0;4;0;5;0;3.5;6;3;4.5;5.5;;;;;;1;0.8156;725;16;19;65.26;13;;;4.5;Empoli;Inter;lun. 23/01 20:45;10.1010101;0.37585;0.38653;0.39227
Sottil Riccardo;A;5;7;5.5;0;4.92;7;0;18;1.04;0;0.94;0;0;1;0.71;0;0.61;433;0;1000;61.86;0;55.56;;1000;6;1000;0;0;0;0;0;0;0;0;0;0;0;0;6;4;6;5;6;4.5;7;0;0;0;4;0;4;0;4.5;0;4;5;4;5.5;4.5;4;6;0;0;4.5;1.5;;;;2;1;6;0.8563;228;;;48.84;3;;;4;Fiorentina;Lazio;dim. 29/01 18:00;50;0.49809;0.50087;
Ranieri Luca;DL;1;1;5.5;0;4.64;1;0;11;0;0;0.81;0;0;0;1;0;0.91;90;0;828;90;0;75.27;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;0;0;0;0;0;0;0;0;0;5;5;5.5;0;0;5;3;4;4.5;5;0;0;3.5;0;0;1;;;;;;;0.4615;26;3;;23.08;2;;;0;Fiorentina;Lazio;dim. 29/01 18:00;50;0.49809;0.50087;
Dragowski Bartlomiej;G;7;10;5.5;6;5.53;17;3;19;1.36;1.73;1.29;0;0;0;1;1;1;1483;270;1663;87.24;90;87.53;;;;1000;4;7;7;0;4.5;0;7.5;5;6;4.5;4;3.5;7;6;5.5;4;4.5;6;7.5;0;0;0;0;0;0;0;0;0;0;0;5.5;6;0;0;0;0;0;0;3;;;;;;;;;;;;;41;21;5.5;Spezia;Bologna;ven. 27/01 18:30;50;0.34734;0.35155;
Rugani Daniele;DC;3;3;5.5;0;5.25;3;0;14;0.87;0;0.67;0;0;0;1;0;0.79;259;0;1048;86.33;0;74.86;;;;1000;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;4.5;0;5;0;4.5;0;4.5;0;0;0;5;5.5;5.5;0;0;0;5.5;6;6;4;5.5;2.5;;;;;;;0.8325;189;2;;66.67;3;;;0;Juventus;Monza;dim. 29/01 15:00;50;0.65664;0.67279;
Thiaw Malick;DC;8;8;5.5;0;5.5;4;0;4;0.58;0;0.58;0;0;0;0.5;0;0.5;124;0;124;31;0;31;;;;1000;0;0;0;0;5;6;5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.4249;121;1;2;76.92;;;;0;Milan;Lazio;mar. 24/01 20:45;42.55319149;0.70833;0.71846;0.73119
Ochoa Guillermo;G;13;15;5.5;5.5;5.5;4;4;4;2.12;2.12;2.12;0;0;0;1;1;1;360;360;360;90;90;90;;;;1000;4.5;3;7;7.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;20;2;0;Salernitana;Lecce;ven. 27/01 20:45;50;0.33618;0.31687;
Medel Gary;DC;15;17;5.44;0;5.18;17;0;31;0.75;0;0.82;0;0;0;0.94;0;0.97;1275;0;2484;75;0;80.13;;;;1000;0;0;5.5;5.5;7;5;6;5.5;6.5;5.5;5;5;5.5;6;6;4.5;4;5.5;4.5;0;3.5;3.5;4.5;0;5.5;5.5;6;5.5;4.5;5;5;0;4;6;4.5;0;0;5;6;;;;1;1;1;0.8848;1043;24;14;58.89;15;;;0;Bologna;Cremonese;lun. 23/01 18:30;52.08333333;0.46819;0.47112;0.46348
Milinkovic-Savic Vanja;G;16;17;5.42;5.42;5.13;19;19;27;0.75;0.75;0.85;0;0;0;1;1;1;1710;1710;2430;90;90;90;;;;1000;7;6;5.5;5;5;5.5;5;5;6;6;5;4;6;5;6;4;6;6;5;0;0;0;0;5;0;0;0;0;0;0;5.5;5;4;3.5;4;4.5;0;4;4;;;;;;;;;;;;;33;22;5;Torino;Empoli;sam. 28/01 15:00;50;0.44904;0.47166;
Tatarusanu Ciprian;G;15;17;5.41;0;5.41;11;0;11;0.8;0;0.8;0;0;0;1;0;1;990;0;990;90;0;90;;;;1000;0;4;4.5;5;6;5.5;6;4.5;6;5.5;6.5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;18;9;0;Milan;Lazio;mar. 24/01 20:45;42.55319149;0.70833;0.71846;0.73119
Audero Emil;G;15;17;5.39;5.39;5.47;19;19;30;1.44;1.44;1.36;0;0;0;1;1;1;1710;1710;2651;90;90;88.37;;;;1000;6;6;8;6;4;4.5;4;5;8;6;5.5;4;4.5;5;7;6;2.5;6.5;4;6.5;5;7;8;5;4;4;4.5;6;0;0;0;0;0;0;0;0;5.5;6;2;;;;;;;;;;;;;50;13;4;Sampdoria;Atalanta;sam. 28/01 20:45;50;0.34437;0.34457;
Blin Alexis;MD;11;11;5.38;5.42;5.38;17;13;17;0.55;0.57;0.55;0;0;0;0.59;0.69;0.59;1046;848;1046;61.53;65.23;61.53;;;;1000;5.5;5.5;6.5;6;5;5.5;5.5;4.5;5.5;5.5;6;4.5;5;0;0;5;5;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;;;;;;2;0.8291;644;18;12;48.82;14;;;5;Lecce;Salernitana;ven. 27/01 20:45;50;0.37604;0.36995;
Musso Juan;G;14;18;5.38;5.17;5.39;13;3;27;0.89;0.76;0.99;0;0;0;1;1;1;1088;270;2348;83.69;90;86.96;;;;1000;6;4.5;5;0;4;0;5;6.5;0;0;0;0;5;4;6.5;5.5;6.5;6;5.5;5;4.5;4.5;7.5;5.5;6;0;3.5;7;0;5.5;0;5;0;0;5.5;6.5;5.5;4;4;;;;;;;;;;;;;12;18;5.5;Atalanta;Sampdoria;sam. 28/01 20:45;50;0.61511;0.62864;
Soriano Roberto;MO;14;15;5.35;0;5.35;17;0;33;0.95;0;0.81;0;0;0;0.47;0;0.64;776;0;1829;45.65;0;55.42;;;;1000;0;5;5;5;7.5;5;6;5.5;5;0;5;3.5;5;6;7;4.5;4.5;5.5;6;0;4.5;5.5;6;6;6.5;5;5;5.5;5.5;5;4;6;4.5;5.5;6;0;0;5;2;;;;3;3;6;0.7919;444;4;11;55.29;13;;;0;Bologna;Cremonese;lun. 23/01 18:30;52.08333333;0.46819;0.47112;0.46348
Montipò Lorenzo;G;17;17;5.34;5.34;5.41;19;19;33;1.24;1.24;1.14;0;0;0;1;1;1;1710;1710;2970;90;90;90;;;;1000;7;5;7;4.5;6.5;5;4;4;4;6;4.5;6;7;5;5.5;6;6.5;5.5;2.5;0;5.5;4;6;6.5;6;5.5;7;4.5;4.5;4.5;0;0;7.5;5.5;5;5;0;0;2;;;;;;;;;;;;;36;32;6.75;Verona;Udinese;lun. 30/01 20:45;50;0.38976;0.3992;
