Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j21;j20;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Ashley Young Ashley;DL;9;11;5.09;5.1;5.09;16;15;28;1.04;1.07;0.86;1;1;1;0.75;0.8;0.54;1131;1130;1637;70.69;75.33;58.46;1131;1637;7;9;5;5;5;7;4;5;5;3;6;4;4.5;7;6;5;0;5;0;0;0;5;0;4.5;0;5;0;6;0;5;5;4.5;5;6.5;4.5;5;0;5;0;0;4.5;;;1;;1;3;0.7034;846;15;17;64.77;14;;;3;Aston Villa;Leicester;sam. 04/02 16:00;50;0.1158;0.18277;
Kouyaté Cheikhou;MD;12;12;5.08;0;5.21;12;0;24;1.35;0;1.07;1;0;1;0.75;0;0.79;708;0;1544;59;0;64.33;708;1544;6.5;12;0;0;0;0;0;5.5;6;4;7;5;5.5;6;4;0;0;6.5;2;4.5;5;0;0;5;5;0;0;0;0;4.5;6.5;5;5.5;5.5;5;5.5;0;0;0;0;4;;;;;1;;0.7431;310;5;16;63.51;15;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Armstrong Stuart;MO;10;11;5.06;0;5.11;17;0;38;0.68;0;0.89;1;0;3;0.41;0;0.55;762;0;2107;44.82;0;55.45;762;702;6.5;10;0;0;5;5;4.5;4;5.5;5.5;6.5;5;5;3.5;5.5;5.5;0;5.5;0;5.5;5;5;4.5;5.5;4.5;4.5;5;5;5;3;5.5;3.5;5;3.5;6;7;5;6.5;6;5;;;;;;2;7;0.808;489;3;8;43.33;10;;;3.17;Southampton;Brentford;sam. 04/02 16:00;50;0.32137;0.04299;
Andersen Joachim;DC;15;17;5.06;0;5.04;17;0;37;1.04;0;1.08;1;0;1;1;0;1;1478;0;3271;86.94;0;88.41;1478;3271;4.5;15;0;5;3;6;4.5;4.5;4.5;6;3.5;5.5;5;5;0;0;0;7.5;5.5;4.5;5.5;6;4.5;6;6;6;5.5;4.5;3;4;7.5;4.5;5.5;6;4;5;6;0;5;4;3;;;;;1;1;0.7841;1263;16;11;62.4;16;;;4;Crystal Palace;Brighton;mer. 25/01 21:30;50;0.40524;0.43195;
Martínez Lisandro;DC;12;14;5.06;5.17;5.06;18;3;18;0.98;0.29;0.98;1;1;1;0.89;0.33;0.89;1388;93;1388;77.11;31;77.11;1388;1388;5.5;12;5.5;5;5;0;0;5.5;3.5;6;5.5;6;5;4.5;2.5;0;6;5.5;5.5;6;5.5;3.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;;;;;;;0.803;1182;25;16;62.5;15;;;0;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
Shaw Luke;DL;12;15;5.03;5.25;5.06;16;14;24;1.19;1.09;1;1;1;1;0.94;0.93;0.92;1324;1190;1925;82.75;85;80.21;1324;1925;7;12;3.5;5;7;6;6.5;5.5;3.5;5;6.5;6;5;5;4;0;5;0;0;0;0;3;4;0;0;0;0;0;0;0;5;0;0;0;5;5.5;4.5;5;0;0;6.5;;;;1;3;4;0.8498;1258;21;13;50.85;27;;;5.5;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
Roca Marc;MD;12;14;5.03;5.03;5.03;19;19;19;0.63;0.63;0.63;1;1;1;0.95;0.95;0.95;1418;1418;1418;74.63;74.63;74.63;1418;1418;5.5;12;5;4;5;5.5;3.5;6;5;5.5;5.5;4;5;4.5;5;0;0;5.5;5.5;5;5.5;5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;;;;1;1;7;0.7779;1021;18;26;55.63;20;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Gonçalo Guedes;A;14;18;5;0;5.27;13;0;30;0.74;0;0.85;1;0;6;0.62;0;0.67;709;0;1868;54.54;0;62.27;709;311;5;14;0;0;0;0;4;5;7;4.5;0;4.5;0;5;4.5;5;0;5;5;5.5;5.5;4.5;0;5;4.5;5;5;5;0;6;5.5;5;7;5;7;0;4;6;5;6;1.5;;;;1;1;6;0.7521;309;1;6;53.66;11;;;0;Wolverhampton;Liverpool;sam. 04/02 16:00;50;0.12759;0.192;
Welbeck Danny;A;9;12;5;5.5;5.01;15;2;36;0.87;1.41;1.07;1;1;6;0.8;0.5;0.67;1087;90;2323;72.47;45;64.53;1087;387;6;9;4.5;6.5;0;0;0;4;4.5;0;4.5;4.5;4;4;6;0;0;6;5;5;6;4.5;6;7.5;6;6;7.5;6;5;5;5;3.5;5;4;4;3;4;4;6;4.5;3;;;;2;6;5;0.8572;384;3;5;45.79;16;;;4.5;Brighton;Crystal Palace;mer. 25/01 21:30;50;0.53974;0.10687;
Emerson Royal;DL;9;12;5;0;5.19;15;0;35;0.93;0;0.88;1;0;2;0.8;0;0.8;1004;0;2355;66.93;0;67.29;1004;1178;5.5;9;0;0;5;5;0;4.5;4;4.5;4.5;0;0;0;3;5;5.5;5.5;5.5;5.5;6;4.5;7;5.5;5.5;6;5;5;4;6;6.5;5;0;0;5;6;5;3.5;0;6;2;;;;1;;10;0.8117;809;10;16;58.62;13;;;5.5;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Garnacho Alejandro;MO;6;8;5;5.07;4.95;9;7;11;0.83;0.93;0.76;1;1;1;0.22;0.29;0.18;238;217;250;26.44;31;22.73;238;250;6;6;4.5;6;6;5;4;6;4;0;0;0;0;0;0;0;4.5;0;0;0;0;0;5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2;2;2;0.6498;140;4;1;24.24;4;;;0;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
Alexander-Arnold Trent;DL;22;28;4.97;4.97;5.06;19;19;34;1.05;1.05;0.92;1;1;1;0.84;0.84;0.91;1356;1356;2705;71.37;71.37;79.56;1356;2705;8;22;5;3.5;4;6;6;6;5;4.5;5.5;5;5;4;4;0;0;5;5;8;4;5;4;5.5;0;5;0;4.5;5;5;0;5;5.5;7;6;0;4.5;5;4.5;0;2;;;1;1;11;15;0.7089;1478;21;16;50.6;8;;;5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Oxlade-Chamberlain Alex;MO;7;8;4.93;0;5;7;0;10;0.73;0;0.71;1;0;2;0.57;0;0.6;311;0;447;44.43;0;44.7;311;224;6;7;0;3.5;6;5;5;5;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;;;;;;2;;0.5817;151;1;4;36.84;3;;;5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Ayew Jordan;A;11;15;4.93;4.93;4.99;20;20;34;0.77;0.77;0.93;1;1;3;0.8;0.8;0.76;1338;1338;2288;66.9;66.9;67.29;1338;763;6;11;5;5;4.5;7;4;4.5;6;4.5;4.5;4.5;4.5;5.5;5.5;0;4;5.5;4.5;4.5;5.5;5.5;4;0;0;0;4.5;4.5;6;5.5;7.5;3.5;4.5;0;0;5;4;0;4.5;0;2.5;;;;1;1;14;0.7531;749;5;27;46.1;27;;;0;Crystal Palace;Brighton;mer. 25/01 21:30;50;0.40524;0.43195;
Adarabioyo Tosin;DC;8;9;4.93;0;4.93;14;0;14;0.85;0;0.85;1;0;1;0.86;0;0.86;1094;0;1094;78.14;0;78.14;1094;1094;6;8;0;5;6.5;5;0;0;0;0;5;0;0;4;3;6;5.5;4.5;5.5;4.5;4.5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;;;;;;;0.7375;716;13;5;69.84;8;;;4.5;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Coady Conor;DC;19;23;4.92;3.88;5.11;18;4;38;1.05;0.85;1.07;1;0;4;1;1;1;1611;360;3357;89.5;90;88.34;1611;839;6;19;3.5;4;3;5;0;3.5;4;5.5;6;4.5;5.5;4.5;6;5.5;0;6;5;7;5;5;0;4;5;7;4;5;3;5.5;5.5;4.5;7;5;5;5.5;6.5;5;5;7;3;;;;1;1;2;0.8494;1120;12;7;56.94;7;;;0;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Pulisic Christian;MO;10;13;4.88;0;5.13;16;0;30;0.67;0;0.89;1;0;5;0.38;0;0.5;606;0;1477;37.88;0;49.23;606;295;6;10;0;0;5;5;5;4;5;3.5;5;4.5;0;6.5;5.5;0;0;5;5;4.5;4.5;4.5;5.5;0;5;5.5;4.5;6.5;6.5;5.5;0;0;5;8;4.5;5;0;0;0;5;2;;;;1;;6;0.7512;354;2;5;43.9;9;;;6;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Aït-Nouri Rayan;DL;8;10;4.87;5.3;4.91;15;5;29;0.79;0.97;1;1;1;2;0.47;0;0.66;780;115;1889;52;23;65.14;780;945;6.5;8;5;4.5;5;5;7;0;5;0;0;0;5.5;4.5;4.5;4.5;0;5.5;5;0;4.5;4;3.5;4.5;6.5;5.5;3.5;0;3;5;0;3.5;0;0;0;4.5;5.5;5;5;7.5;2;;;;;1;6;0.8591;575;6;14;54.29;10;;;2.25;Wolverhampton;Liverpool;sam. 04/02 16:00;50;0.12759;0.192;
Digne Lucas;DL;10;12;4.79;0;5;14;0;30;1.05;0;0.99;1;0;1;0.93;0;0.97;1069;0;2342;76.36;0;78.07;1069;2342;7;10;0;4.5;5;5.5;4;5;7;5;0;0;0;0;0;6;0;5.5;4;5;3;3.5;4;5.5;6.5;6.5;5.5;0;4.5;3;5;0;5;0;5.5;5;4;5;6.5;4.5;2;;1;1;;1;3;0.8053;838;13;8;56.19;11;;;0;Aston Villa;Leicester;sam. 04/02 16:00;50;0.1158;0.18277;
Adam Armstrong Adam;A;9;11;4.79;4.57;4.57;19;7;27;0.73;0.45;0.76;1;0;1;0.63;0.29;0.59;1023;231;1346;53.84;33;49.85;1023;1346;7;9;4.5;5;5;4;4.5;4;5;0;5;5;4.5;3.5;5;5;0;4.5;7;5;5;5.5;4;4;0;3;0;0;0;3.5;0;0;0;0;0;4.5;0;0;0;4.5;1;;;;1;1;7;0.7186;388;3;6;31.11;11;;;2.5;Southampton;Brentford;sam. 04/02 16:00;50;0.32137;0.04299;
Cooper Liam;DC;11;12;4.79;0;4.94;12;0;18;1.21;0;1.17;1;0;1;0.92;0;0.94;1017;0;1557;84.75;0;86.5;1017;1557;5.5;11;0;4.5;6;6;3;3;5.5;5.5;3.5;6;5.5;3.5;5.5;0;0;0;0;0;0;0;0;4.5;4.5;0;0;6;4;7;5.5;0;0;0;0;0;0;0;0;0;1;;;;;;;0.7593;672;24;18;65.14;8;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Castagne Timothy;DL;12;14;4.76;4.9;4.91;19;15;32;1.01;0.95;0.96;1;0;2;0.95;0.93;0.91;1642;1282;2632;86.42;85.47;82.25;1642;1316;5.5;12;4.5;3.5;5;4.5;4.5;5;5.5;5;7;5.5;5;5;6;3;0;4.5;0;5;3.5;3;5.5;5;4.5;5;4;5;0;5;5;7;0;0;5;0;0;0;0;0;6.5;;;;2;3;10;0.8015;1231;19;26;50.63;15;;;2.5;Leicester;Aston Villa;sam. 04/02 16:00;50;0.43748;0.43402;
Greenwood Sam;A;7;7;4.75;4.5;4.84;10;3;16;0.82;0;0.75;1;0;1;0.2;0;0.19;304;28;524;30.4;9.33;32.75;304;524;7;7;4.5;4.5;4.5;0;5;4;7;0;4.5;0;0;0;0;0;0;4.5;0;0;4.5;0;4.5;5;4.5;0;4.5;4.5;0;6;0;5.5;0;0;0;0;0;0;0;0;;;;1;2;;2;0.6615;197;1;4;29.73;8;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Dennis Emmanuel;A;13;14;4.7;0;4.52;10;0;28;0.67;0;0.97;1;0;4;0.3;0;0.68;369;0;1785;36.9;0;63.75;369;446;5.5;13;0;0;0;0;5;0;5.5;4.5;0;0;4;6;5;4;0;4.5;4;4.5;0;0;0;0;0;4;4.5;5.5;6.5;4;4;0;5;4;4;6.5;4;4.5;3;5;1;;;;1;1;4;0.6867;200;;3;44.44;6;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Iheanacho Kelechi;A;9;11;4.68;0;4.88;14;0;28;0.54;0;0.79;1;0;4;0.07;0;0.36;289;0;1106;20.64;0;39.5;289;277;5.5;9;0;4.5;4.5;4.5;4.5;0;0;5;0;4;5;4.5;0;4.5;0;5.5;4.5;4.5;4;6;0;0;0;5;6;0;5;4;6;4.5;4;5.5;4.5;4.5;0;4.5;0;0;;;;;1;1;3;0.8018;154;;;13.33;4;;;0;Leicester;Aston Villa;sam. 04/02 16:00;50;0.43748;0.43402;
Adama Traoré Adama;A;12;14;4.68;4.73;4.82;17;13;30;0.77;0.88;0.9;1;1;2;0.41;0.54;0.37;801;748;1215;47.12;57.54;40.5;801;608;6.5;12;4;5;4.5;4;4.5;4.5;5;4.5;3.5;6.5;6.5;4.5;4.5;0;0;4.5;4.5;0;4.5;4.5;0;2.5;0;0;4.5;0;0;5;4.5;0;5;0;0;6;4.5;6;4.5;6.5;1;;;;;1;4;0.7981;422;1;3;54.1;8;;;0;Wolverhampton;Liverpool;sam. 04/02 16:00;50;0.12759;0.192;
Broja Armando;A;1;2;4.63;0;4.6;12;0;31;0.68;0;0.83;1;0;3;0.17;0;0.55;287;0;1644;23.92;0;53.03;287;548;6;1;0;0;0;0;0;4;4;4.5;5.5;3.5;4.5;6;4.5;0;0;4.5;5;0;0;4.5;5;0;4;3.5;4.5;4.5;4.5;0;4;4;4;3.5;6;5;5;6;4;3.5;0.5;;;;;;1;0.4659;127;1;1;40.32;2;;;0;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Mateta Jean-Philippe;A;6;6;4.59;4.38;4.8;16;4;35;0.55;0.48;0.84;1;0;6;0.19;0;0.4;423;91;1430;26.44;22.75;40.86;423;238;6;6;5;4;4.5;4;0;4.5;0;0;4;4.5;4.5;4;4.5;0;4.5;5.5;5;4.5;6;0;4.5;0;4;4.5;4.5;4;6;4.5;6;4.5;4.5;7;4.5;4.5;4;0;5;4;0.5;;;;;;5;0.6719;172;2;1;35.71;9;;;4;Crystal Palace;Brighton;mer. 25/01 21:30;50;0.40524;0.43195;
Vardy Jamie;A;16;23;4.55;4.55;4.93;20;20;30;0.71;0.71;1.19;1;1;7;0.55;0.55;0.57;1137;1137;1711;56.85;56.85;57.03;1137;244;7;16;4.5;4;4.5;4.5;4;4.5;4.5;4;7;4.5;4;4;5.5;4.5;0;4.5;4;5;4;4.5;5;7;8;4.5;4.5;4.5;0;0;0;0;0;4.5;4;0;0;0;0;7;3;;;;4;1;11;0.5498;274;2;3;33.33;14;;;2.25;Leicester;Aston Villa;sam. 04/02 16:00;50;0.43748;0.43402;
Aubameyang Pierre-Emerick;A;9;13;4.55;4.3;5.04;11;5;27;0.79;0.57;1.43;1;0;11;0.36;0;0.56;431;124;1383;39.18;24.8;51.22;431;126;6;9;4.5;5;3.5;4;4.5;0;4;4.5;4.5;5;4;0;6.5;0;0;0;0;0;0;0;0;3.5;4;7.5;4;4;6;4;6;5;8.5;0;0;7;8.5;4.5;4.5;0;1;;;;;;3;0.6669;130;2;;24;4;;;4.5;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Carlos Vinícius;A;6;7;4.54;0;4.54;12;0;12;0.86;0;0.86;1;0;1;0.33;0;0.33;420;0;420;35;0;35;420;420;7;6;0;4.5;0;0;4.5;4.5;4;0;4;4.5;4.5;3.5;5;4;7;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;3;0.4876;149;;;30.91;8;;;4.5;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Surridge Sam;A;6;;4.54;4.71;4.54;13;7;13;0.48;0.57;0.48;1;1;1;0.08;0;0.08;237;115;237;18.23;16.43;18.23;237;237;6;6;6;4.5;4.5;4.5;4.5;4.5;4.5;0;0;0;4.5;4.5;0;4.5;0;0;0;4.5;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.3479;112;;1;48;8;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Bamford Patrick;A;8;11;4.5;5.25;4.54;12;2;14;0.88;1.06;0.82;1;1;1;0.33;0;0.36;463;34;518;38.58;17;37;463;518;6;8;4.5;6;0;0;0;0;0;5;4;5;2.5;4.5;5;0;0;3.5;4.5;0;0;4.5;5;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;;0;;;1;1;6;0.7423;163;;2;30.19;8;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Maupay Neal;A;9;12;4.46;0;4.68;13;0;31;0.9;0;1.05;1;0;3;0.54;0;0.65;683;0;1941;52.54;0;62.61;683;647;7;9;0;0;4.5;4;5;3.5;4.5;4.5;4.5;4;4;3.5;4;7;0;5;0;0;0;0;0;5;0;4;0;4.5;0;0;2.5;4.5;5;5;5;3.5;7;4;6;5;2.5;;;;;;4;0.7605;252;1;3;41.33;8;;;0;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Calvert-Lewin Dominic;A;8;11;4.35;4;4.4;10;4;24;1.06;0.41;1.13;1;0;3;0.8;1;0.83;673;333;1710;67.3;83.25;71.25;673;570;6;8;4;4;3.5;4.5;0;0;4.5;4;7;3;4.5;4.5;0;0;0;0;0;0;0;0;0;5.5;6.5;0;0;0;6;3.5;4.5;4;0;2.5;0;4;5;0;3.5;4.5;1.5;;;;;1;3;0.632;221;1;1;40;10;;;2.75;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Walker-Peters Kyle;DL;9;10;4.34;4;4.64;16;5;35;0.68;0.79;1;1;0;2;1;1;0.97;1404;450;3049;87.75;90;87.11;1404;1525;5;9;4;4.5;5;3.5;3;0;0;0;0;5;4.5;3.5;3.5;4.5;0;5;4.5;5;5;5;4;3;4;4;4.5;5;5.5;2.5;5.5;4.5;5;5;7;7;5.5;5;6;0;1;;;;;2;10;0.7534;932;13;16;48.6;15;;;2;Southampton;Brentford;sam. 04/02 16:00;50;0.32137;0.04299;
Begovic Asmir;G;7;7;7;0;6.17;1;0;3;0;0;1.89;0;0;0;1;0;1;90;0;270;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;4;;2;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Badiashile Benoît;DC;13;21;6.25;6.25;5.62;2;2;26;0.35;0.35;0.93;0;0;3;1;1;0.92;180;180;2131;90;90;81.96;;710;5;1000;6;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5.5;6;7.5;6;5.5;5.5;5.5;6;6;5.5;5.5;0;0;0;0;0;1.5;;;;;1;;0.9232;192;2;2;75;1;;;6;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Leno Bernd;G;18;22;6.19;0;6.18;18;0;19;0.82;0;0.8;0;0;0;1;0;1;1620;0;1710;90;0;90;;;;1000;0;6;7;5.5;6;6;5.5;7;6;7.5;5.5;5;6;5;8;7;6;6.5;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;57;22;7;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Pope Nick;G;18;27;6.08;6.08;5.89;20;20;41;0.8;0.8;0.97;0;0;0;1;1;1;1800;1800;3690;90;90;90;;;;1000;6;5.5;7;6;6;6;5.5;6;6;5.5;6;6;4.5;5;0;8;6;6;7;7.5;6;5.5;7;4;5.5;7;6.5;5;5.5;6.5;4;3;5.5;6;5.5;6;7;5;12;;;;;;;;;;;;;32;19;0;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Arrizabalaga Kepa;G;14;17;6.04;6.1;6.03;12;5;15;1.05;0.74;0.95;0;0;0;1;1;1;1035;450;1305;86.25;90;87;;;;1000;6.5;7;5;6;6;0;0;4;6;7;8;6;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;6.5;6;6;;;;;;;;;;;;;24;17;6.5;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Danilo;MO;5;5;6;6;6;1;1;1;0;0;0;0;0;0;0;0;0;45;45;45;45;45;45;;;;1000;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.9091;37;;1;87.5;;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Raya David;G;18;22;5.83;5.83;5.75;20;20;34;1.38;1.38;1.23;0;0;0;1;1;1;1800;1800;3060;90;90;90;;;;1000;7;6;6;7.5;6;7;6;6;4;7;8;2;5.5;4;0;6;5;6;5.5;7;5;4;6;7;4;5.5;5.5;6;6.5;4.5;6.5;0;7;6;6;4.5;0;0;7;;;;;;;;;;;;;46;40;3.5;Brentford;Southampton;sam. 04/02 16:00;50;0.50093;0.0755;
Botman Sven;DC;16;22;5.75;5.92;5.55;18;13;30;0.65;0.49;0.81;0;0;2;0.94;1;0.97;1509;1148;2589;83.83;88.31;86.3;;1295;4;1000;5.5;6;5.5;5.5;6;6;6;6;5;6;6;7;6.5;0;0;6;0;5.5;4;6;5;4.5;0;4;4;5.5;0;0;0;0;0;5;6;6;5.5;5.5;4;6;9;;;;;1;2;0.864;979;12;11;68.24;6;;;0;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Alisson;G;19;23;5.68;5.68;5.75;19;19;36;1;1;0.87;0;0;0;1;1;1;1710;1710;3240;90;90;90;;;;1000;6;4;4.5;5.5;6.5;6;6.5;5;6;7.5;8;5;5.5;0;0;6;5.5;6;4.5;5;5;6.5;5;5;6;5.5;6;5;6;6;6.5;6.5;6.5;0;6.5;6;6;0;5;;;;;;;;;;;;;47;16;6;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Gustavo Scarpa;MD;6;7;5.67;5.67;5.67;3;3;3;0.76;0.76;0.76;0;0;0;0.33;0.33;0.33;104;104;104;34.67;34.67;34.67;;;;1000;5.5;6.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0.7079;77;;1;80;1;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Ramsdale Aaron;G;17;24;5.61;5.61;5.36;19;19;38;0.92;0.92;0.92;0;0;0;1;1;1;1710;1710;3420;90;90;90;;;;1000;4;8;5.5;6;6;6;6;6;5;0;6.5;5;6;6;0;4;5;5.5;5.5;4.5;6;5;4.5;5;5.5;6;5.5;4;4;0;6;5.5;4;5;5;7;6;4;9;;;;;;;;;;;;;32;11;4;Arsenal;Man. City;mer. 15/02 20:30;50;0.72194;0.6834;
Guaita Vicente;G;17;19;5.58;5.58;5.64;20;20;33;1.43;1.43;1.28;0;0;0;1;1;1;1800;1800;2925;90;90;88.64;;;;1000;7.5;5.5;2.5;6.5;6;5.5;5;7;3.5;6;8;6;5;0;5.5;7.5;5;3.5;6;6;4;6.5;0;0;5.5;6;0;4;6.5;6;6.5;7.5;0;5.5;6.5;0;4;0;5;;;;;;;;;;;;;49;13;0;Crystal Palace;Brighton;mer. 25/01 21:30;50;0.40524;0.43195;
Martínez Emiliano;G;17;19;5.58;6.33;5.36;18;3;38;0.99;1.04;0.95;0;0;0;1;1;1;1565;270;3365;86.94;90;88.55;;;;1000;7.5;6;5.5;0;0;5;6;5;7;5;4;5;6;6;0;6;5;4.5;7;6;4;0;5.5;6;6;6;5;3;5;5;4.5;6;6;6;4.5;4.5;6;4;4;;;;;;;;;;;;;36;13;3;Aston Villa;Leicester;sam. 04/02 16:00;50;0.1158;0.18277;
Thiago;MD;12;16;5.58;5.88;5.79;13;8;26;1.17;1.09;1.02;0;0;0;1;1;0.85;1075;697;1902;82.69;87.13;73.15;;;;1000;6.5;4;4.5;7;6;6;7;6;0;6;5.5;3;6;0;0;0;0;0;0;0;5;6;0;6.5;5;7;5;5.5;6.5;7.5;5;0;6.5;0;5;6.5;0;0;1.5;;;;;1;1;0.8531;1097;18;22;59.09;18;;;6.5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Thiago Silva;DC;18;23;5.5;5.44;5.47;18;9;34;0.89;0.73;0.93;0;0;1;0.94;0.89;0.94;1613;803;2943;89.61;89.22;86.56;;2943;7;1000;6;6.5;5;5.5;6;5.5;4;5;5.5;0;6;0;7;0;4.5;7;5.5;6;4;4.5;5.5;6;5;5;5;6;0;6;3;0;0;7;5.5;6;5;6;7;4.5;4.5;;;;2;1;;0.8972;1609;26;18;73.83;7;;;5.25;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Kanté N'Golo;MD;1;2;5.5;0;5.56;2;0;18;0.71;0;0.91;0;0;0;1;0;0.89;175;0;1361;87.5;0;75.61;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;6;6;0;0;6.5;0;7;4;0;5.5;6.5;4.5;5;5;5.5;5;5;1;;;;;;2;0.842;152;3;3;52.94;;;;7.5;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Gueye Idrissa;MD;14;18;5.5;5.5;5.5;15;15;26;1.02;1.02;0.87;0;0;0;0.93;0.93;0.77;1138;1138;1686;75.87;75.87;64.85;;;;1000;5.5;4.5;3.5;6;7;4.5;5;6.5;6.5;6;5.5;4;6;6.5;0;5.5;0;0;0;0;0;5;0;5.5;0;6;5;5.5;6;7;5.5;0;5;5.5;4.5;0;0;0;3.5;;;;1;1;1;0.8521;828;30;20;59.68;16;;;0;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Hennessey Wayne;G;7;7;5.5;5;4.88;2;1;4;0.71;0;0.85;0;0;0;1;1;1;180;90;360;90;90;90;;;;1000;5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;6;1;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Sarabia Pablo;MO;6;9;5.5;5.5;4.97;1;1;15;0;0;0.4;0;0;0;0;0;0.2;45;45;407;45;45;27.13;;;;1000;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;4;0.875;26;;;20;;;;0;Wolverhampton;Liverpool;sam. 04/02 16:00;50;0.12759;0.192;
