Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j21;j20;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Dewsbury-Hall Kiernan;MD;13;15;5.22;5;5.33;18;1;39;1.19;0;1.07;2;0;3;0.94;1;0.97;1387;69;3237;77.06;69;83;694;1079;6;6.5;5;0;0;7;4.5;5.5;6;4;6;7;5.5;4.5;7;3;0;4.5;6;4.5;4.5;3.5;6;5.5;5.5;4.5;0;5;4;8;5.5;5.5;4.5;6.5;4;5.5;5.5;4.5;6;6;5.5;;;1;2;3;5;0.7873;939;13;12;49.63;17;;;2.5;Leicester;Aston Villa;sam. 04/02 16:00;50;0.43748;0.43402;
van Dijk Virgil;DC;22;29;5.21;0;5.55;17;0;33;1.2;0;1.03;2;0;4;1;0;1;1485;0;2925;87.35;0;88.64;743;731;7;11;0;0;4;5.5;7.5;5.5;5.5;4;5;6;6;4;3.5;0;0;6;5;7.5;4;5.5;4;0;0;6;6;6;6;5;6;5.5;5.5;6;6;0;6;6;7;0;3.5;;;;;;1;0.8914;1478;18;3;74.65;6;;;4.5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Gibbs-White Morgan;MO;14;16;5.21;6;5.21;19;4;19;1.11;1.08;1.11;2;0;2;0.95;1;0.95;1559;341;1559;82.05;85.25;82.05;780;780;7;7;6;7.5;5;5.5;0;7;7;4;5;5;4;6;4.5;3.5;0;5.5;4.5;4;4.5;5.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;1;4;5;9;0.6883;900;10;9;40;17;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
João Cancelo;DL;20;27;5.21;0;5.17;17;0;36;1.29;0;1.07;2;0;2;0.94;0;0.97;1279;0;2989;75.24;0;83.03;640;1495;7;10;0;3.5;5;0;5;4.5;3;5.5;5;0;4.5;8;4.5;7;0;5;7;4.5;4.5;5.5;6.5;4.5;4;6;7;4.5;6;5;5;5;5;5.5;5;4.5;0;7;5;5.5;6;;;1;1;;19;0.8558;1427;19;21;60.71;13;;;4.5;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
Mee Ben;DC;15;18;5.16;5.5;5.26;19;8;29;1.14;0.89;1.12;2;1;3;1;1;1;1660;720;2510;87.37;90;86.55;830;837;7;7.5;5;6;5.5;6;4;5.5;5;7;0;6;6;3.5;5.5;3;0;5.5;4.5;5.5;3.5;7;4;0;0;0;0;0;0;0;0;0;0;0;5.5;6;5.5;5.5;6;5.5;5.5;;;;;;2;0.7226;1134;27;10;61.78;9;;;0;Brentford;Southampton;sam. 04/02 16:00;50;0.50093;0.0755;
Koulibaly Kalidou;DC;20;24;5.11;0;5.31;14;0;27;1.06;0;0.96;2;0;3;0.86;0;0.93;1116;0;2286;79.71;0;84.67;558;762;6;10;0;5;4;5;5.5;4;0;0;0;5;5.5;7;0;0;6;5.5;4;0;3;6;6;7;6;6.5;6.5;0;5;4;5.5;6;5;5;5;5;5.5;0;0;0;3.5;;;;;;1;0.8306;1093;18;15;55.34;18;;;0;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Fábio Carvalho Fabio;MO;9;11;5.09;0;5.09;11;0;11;0.86;0;0.86;2;0;2;0.36;0;0.36;333;0;333;30.27;0;30.27;167;167;6.5;4.5;0;0;0;0;0;5;0;0;3.5;5;5;0;4.5;0;0;5;6.5;6.5;5.5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;3;0.8265;207;5;8;37.74;5;;;0;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Lerma Jefferson;MD;13;15;5.08;5.08;5.08;20;20;20;1.24;1.24;1.24;2;2;2;1;1;1;1794;1794;1794;89.7;89.7;89.7;897;897;6;6.5;6;5;4.5;4.5;4;6;6;4.5;4.5;4.5;6;6;6;5;0;5.5;7;2.5;4.5;2.5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;;;1;5;0.8097;1113;18;14;59.63;20;;;0;Bournemouth;Brighton;sam. 04/02 16:00;50;0.28003;0.28299;
Aribo Joe;MO;13;15;5.08;0;5.08;18;0;18;1.02;0;1.02;2;0;2;0.61;0;0.61;1086;0;1086;60.33;0;60.33;543;543;7;6.5;0;0;5.5;4.5;4.5;5;5;5;5;6;5;3.5;7.5;4;0;5.5;5;5;5;7;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;2;3;0.7254;555;8;19;48.26;9;;;0;Southampton;Brentford;sam. 04/02 16:00;50;0.32137;0.04299;
McNeil Dwight;MO;13;19;5.06;4.5;5.39;18;1;41;0.8;0;0.91;2;0;2;0.56;0;0.73;892;45;2670;49.56;45;65.12;446;1335;6;6.5;4.5;0;5;0;5.5;4;4.5;5;6;5;4.5;5;7.5;4.5;0;5;5;4.5;5;4.5;6;5;6;6.5;5.5;6.5;5.5;5.5;4.5;7;4.5;4;5.5;7;5;6;6.5;6.5;1;;;;1;2;9;0.7936;543;7;19;50;4;;;0;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Sessegnon Ryan;MO;10;12;5.03;0;5.07;16;0;28;0.76;0;0.84;2;0;2;0.56;0;0.75;800;0;1687;50;0;60.25;400;844;6;5;0;4.5;5;4.5;0;0;4.5;6;5;4.5;0;5.5;5;5;4.5;6;0;4.5;5;4;7;5.5;5.5;6;5;5;0;0;0;0;0;4.5;7;5;3.5;0;4;6;1;;;;;2;13;0.7231;506;6;11;45;15;;;6;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Dier Eric;DC;15;19;5;0;5.19;19;0;39;1.01;0;0.9;2;0;2;0.95;0;0.97;1645;0;3445;86.58;0;88.33;823;1723;6;7.5;0;4;6;0;5;4.5;5;6;4.5;4;6;5;3.5;7;3;5.5;5;5.5;5.5;4;6;6;5.5;5.5;5.5;5.5;4.5;6;5;5.5;3.5;6;6;5.5;0;0;3.5;6;5;;;;;2;5;0.868;1416;24;9;64.65;7;;;5.5;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Sinisterra Luis;MO;12;14;5;4;5;10;1;10;1.05;0;1.05;2;0;2;0.6;0;0.6;477;21;477;47.7;21;47.7;239;239;6;6;4;0;0;0;0;0;0;0;5.5;4.5;6;0;4;0;0;6;7;4;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2;;;3;0.8002;296;6;8;52;6;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Davies Ben;DL;14;16;4.88;0;5.05;17;0;39;0.84;0;0.93;2;0;3;0.76;0;0.9;1170;0;3139;68.82;0;80.49;585;1046;5;7;0;5;5;3;5;6;4;5;5;4;5.5;5.5;0;0;3.5;0;4.5;6;5.5;5;5.5;6;5.5;5;5.5;5.5;4.5;5;6;5;3;6;7;6;4;5;3;6;4;;;1;1;2;3;0.8538;888;12;7;41.18;17;;;0;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Perraud Romain;DL;16;18;4.72;4.71;4.63;18;17;31;0.99;1.02;0.97;2;2;2;0.67;0.71;0.77;1016;998;2117;56.44;58.71;68.29;508;1059;5;8;4;5;4;4;2.5;4.5;5;5;5;6.5;6;3;5;4.5;0;5;6;5;0;0;5;0;0;4.5;4;5;5.5;0;0;3.5;3;3;0;0;5.5;4.5;4.5;4;1;;;1;2;4;9;0.6638;659;14;16;41.96;14;;;3.5;Southampton;Brentford;sam. 04/02 16:00;50;0.32137;0.04299;
Struijk Pascal;DC;12;14;4.72;4.67;4.5;18;9;33;0.88;1.03;1.05;2;1;3;1;1;0.88;1590;780;2623;88.33;86.67;79.48;795;874;5;6;5;4;3.5;5.5;5.5;3.5;5.5;6;3.5;0;4.5;5;5;0;0;3;5;4.5;5.5;5.5;5;4.5;6.5;6;3.5;0;3.5;0;5;5;0;5;3.5;2;3.5;5;4;0;2.5;;;;1;2;7;0.7877;1245;26;36;55.39;23;;;2;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Antonio Michail;A;17;23;4.71;4.7;4.89;19;5;37;0.69;0.76;0.91;2;0;6;0.47;0.6;0.68;904;297;2265;47.58;59.4;61.22;452;378;5.5;8.5;6;4;4.5;4.5;4.5;0;4;5;4;4.5;4.5;6;4.5;5;0;5.5;6;4.5;4;4.5;4;6;6;6;4;0;5;3.5;6;3.5;5;5;6.5;4.5;4.5;4;3.5;0;2;;;;2;2;8;0.5275;340;2;6;42.47;15;;;2.25;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
Wood Chris;A;10;14;4.63;4.67;4.51;19;12;38;0.64;0.81;0.78;2;2;4;0.26;0.33;0.58;516;398;2018;27.16;33.17;53.11;258;505;6;5;4.5;4;4.5;4;6;5;6.5;4;4.5;4;4.5;4.5;0;4.5;0;4.5;4.5;5;4.5;4.5;4.5;4.5;0;2.5;4;0;4;6;3;4.5;3.5;4.5;5.5;4.5;4.5;5;5;4;2.5;1;;;;;1;0.4347;181;2;4;48.65;4;;;2.25;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Rodri;MD;28;38;6.39;6.41;6.4;19;11;36;0.66;0.77;0.8;1;1;6;1;1;1;1648;973;3151;86.74;88.45;87.53;1648;525;6;28;6.5;6;6;5.5;7;5.5;7;6;6;0;7;8;0;7;7;6;6;5.5;6.5;6.5;6.5;6.5;7;8;8;7;7.5;5.5;7;5.5;5.5;6.5;7;5;0;6;6;5;8;;;;4;5;4;0.9153;1977;20;28;58.43;30;;;6;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
Trippier Kieran;DL;19;28;6;6;5.91;20;20;27;0.89;0.89;0.93;1;1;3;1;1;0.96;1777;1777;2296;88.85;88.85;85.04;1777;765;6;19;5.5;4.5;6;5;7.5;5.5;7;7;7;6.5;5.5;7;7;5;0;6.5;5;5.5;6;5;6;5.5;0;4.5;0;0;0;0;0;0;0;0;0;0;7;7;6;4.5;11;;1;1;4;16;22;0.7424;1605;24;31;56.36;23;;;0;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Schär Fabian;DC;14;21;5.95;6;5.68;19;15;36;0.66;0.33;0.85;1;0;3;1;1;1;1695;1335;3155;89.21;89;87.64;1695;1052;4;14;6;7;6;6;6;6;5.5;6;6;6;6;6;6;6;0;5.5;0;5.5;4;6;7.5;0;5;0;4.5;0;4.5;6;4;5.5;5.5;7;7.5;5;5.5;6;6;5;11;;;1;;1;5;0.7448;1198;29;9;67.16;10;;;2.5;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Nørgaard Christian;MD;7;10;5.9;5.83;5.8;10;6;27;0.66;0.68;1.03;1;0;3;0.9;0.83;0.96;782;470;2284;78.2;78.33;84.59;782;761;6;7;6;5;6.5;6.5;6;5;0;0;0;0;0;0;0;0;0;0;0;5.5;6;7;5.5;0;7;8;3.5;0;7;5.5;6.5;5.5;7;0;5.5;6.5;6.5;5.5;4.5;0;3.5;;;;1;1;;0.7244;512;20;12;51.95;10;;;4;Brentford;Southampton;sam. 04/02 16:00;50;0.50093;0.0755;
Rice Declan;MD;25;32;5.88;5.88;5.82;20;20;37;0.78;0.78;0.83;1;1;1;1;1;0.97;1800;1800;3268;90;90;88.32;1800;3268;7.5;25;6;6;5.5;6;5;5;5;5.5;7;6.5;7.5;5.5;7;5.5;0;6;6.5;6.5;5.5;4.5;5.5;5.5;6;7.5;5.5;4.5;5.5;5.5;5.5;5.5;6.5;0;6.5;5;5.5;5.5;7;0;4;;;1;1;1;7;0.8859;1476;32;18;59.29;15;;;2.5;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
Caicedo Moisés;MD;15;19;5.75;6.33;5.83;18;3;26;0.88;1.15;1.03;1;0;2;1;1;1;1607;270;2271;89.28;90;87.35;1607;1136;7;15;5;7;7;0;6;5;6;6.5;5;5;6.5;5.5;5;0;0;7;4;5.5;6;5;6.5;5.5;6;8;8;4.5;5.5;6;0;4.5;0;0;0;0;0;0;0;0;5;;;;1;2;6;0.8719;1312;26;25;57.38;36;;;0;Brighton;Crystal Palace;mer. 25/01 21:30;50;0.53974;0.10687;
Longstaff Sean;MD;12;16;5.65;5.65;5.45;20;20;32;0.65;0.65;0.72;1;1;1;0.8;0.8;0.72;1501;1501;2206;75.05;75.05;68.94;1501;2206;7;12;6;6;6;5.5;5.5;5;5.5;6.5;5.5;5.5;5.5;5.5;7;4.5;0;6;7;5;5;5;5.5;5.5;6;3.5;0;6.5;0;5;0;5;4.5;5;0;0;0;0;5.5;5;8.5;;;;2;4;9;0.7706;883;12;14;44.44;17;;;0;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Lucas Paquetá;MO;12;17;5.58;5.57;5.83;13;7;33;0.76;0.79;0.94;1;1;4;0.92;1;0.97;1006;593;2662;77.38;84.71;80.67;1006;666;7;12;6;5.5;7;5;4.5;5.5;5.5;0;0;0;5;7;6;5;0;5.5;5;0;0;0;0;0;7;3.5;5.5;7;4.5;7.5;6;6.5;6;5;6;6;4.5;7;5.5;6;2;1;;;2;1;2;0.8067;718;8;19;46.48;27;;;0;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
Iwobi Alex;MO;14;17;5.53;5.53;5.36;20;20;35;0.83;0.83;0.99;1;1;2;1;1;1;1783;1783;3106;89.15;89.15;88.74;1783;1553;7;14;5.5;4.5;5;6;5;4;5.5;5;7;4.5;5;7;6;7;0;5.5;5.5;5.5;6;5;6;2.5;4;5.5;5.5;5.5;4;5.5;5.5;5;0;0;5;4;7;0;0;0;4;;;1;5;5;9;0.8331;1131;13;19;44.44;10;;;1.25;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Harrison Jack;MO;16;19;5.53;5.38;5.47;17;4;35;0.98;0.48;1.15;1;0;6;0.88;0.75;0.94;1189;248;2592;69.94;62;74.06;1189;432;7;16;5;5;6;5.5;0;0;5;5.5;4;5;5.5;5;5;0;0;5;5.5;5;8;7;7;7.5;5;5;4;5;4.5;7.5;7;7;0;6.5;4.5;4;5;5;5.5;0;2.5;;;;4;6;15;0.7156;795;4;9;37.36;21;;;4;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
James Reece;DL;7;10;5.5;0;5.53;8;0;20;1.1;0;1.23;1;0;2;0.88;0;0.85;611;0;1478;76.38;0;73.9;611;739;6;7;0;0;0;0;5;0;0;0;0;0;0;5;5;0;0;6;0;7;3.5;6;6.5;5.5;7;4;5;0;7;5;4.5;0;0;8;7;0;4;0;0;0;1;;;;1;2;14;0.9184;576;7;9;64.52;5;;;0;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Bajcetic Stefan;DC;1;1;5.5;5.5;5.5;4;1;4;0.71;0;0.71;1;0;1;0.25;1;0.25;117;82;117;29.25;82;29.25;117;117;6.5;1;5.5;0;0;5;6.5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;;;;;;;0.7048;81;3;2;47.06;3;;;5.5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Zouma Kurt;DC;14;16;5.47;7;5.36;15;1;28;0.83;0;1.04;1;0;1;1;1;1;1275;90;2384;85;90;85.14;1275;2384;7;14;7;0;0;0;0;5;4.5;5.5;7;5;0;5.5;6;5;0;4.5;5.5;6.5;4.5;5.5;5;4;5;6;3.5;0;0;5.5;5.5;2.5;6;5.5;7;6;0;6.5;5;0;4;;;;;;3;0.8368;737;13;2;72.58;7;;;3;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
Gnonto Wilfried;A;5;7;5.44;5.44;5.44;8;8;8;0.73;0.73;0.73;1;1;1;0.75;0.75;0.75;537;537;537;67.13;67.13;67.13;537;537;7;5;5.5;5;7;5;5;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;1;1;7;0.6833;301;1;6;45.24;9;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Aurier Serge;DL;10;12;5.42;5.55;5.18;12;10;25;0.9;0.93;0.79;1;1;1;0.92;1;0.72;951;848;1623;79.25;84.8;64.92;951;1623;5.5;10;5;7;6.5;5.5;5;6;5;4;6.5;5;0;4.5;5;0;0;0;0;0;0;0;0;5;0;0;5;4;4.5;5;5.5;5;0;6;4;5;4.5;6;5;0;4.5;;;;;1;4;0.7094;710;14;21;70.91;4;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Elliott Harvey;MO;14;17;5.39;5.39;5.38;19;19;21;0.79;0.79;0.76;1;1;1;0.68;0.68;0.67;1118;1118;1214;58.84;58.84;57.81;1118;1214;7;14;5;5;4.5;5.5;5;7;5.5;4.5;6;5;6;5;5;0;0;5.5;6;7;4;6;5;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;;;1;1;5;14;0.8172;836;6;7;43.93;10;;;5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Onana Amadou;MD;13;15;5.39;6.25;5.37;18;2;34;0.83;1.77;0.85;1;1;2;0.89;1;0.68;1398;180;2248;77.67;90;66.12;1398;1124;7.5;13;5;7.5;0;5.5;5;4;5;5;6.5;5.5;5;5;6;6;0;6;4.5;6;4.5;5;0;5;6;5.5;0;5;5.5;5.5;5;5;8;5.5;5.5;5;0;5;3.5;5;4;;;;1;1;4;0.8222;838;17;31;57.82;28;;;0;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Eriksen Christian;MO;14;19;5.37;5.7;5.71;19;10;29;1.22;1.16;1.26;1;1;2;0.95;0.9;0.93;1498;710;2346;78.84;71;80.9;1498;1173;7.5;14;5;5.5;7;5;6;7.5;4;7;5.5;4.5;0;5.5;3.5;0;6.5;6;5.5;5;5.5;2.5;5;5.5;7;7;5;6;7.5;6.5;8;0;6.5;0;4.5;0;0;0;0;0;8;;;;7;5;11;0.8219;1178;8;10;34.18;10;;;0;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
Albrighton Marc;MO;6;6;5.33;5.5;4.97;6;3;17;0.68;1;0.94;1;1;1;0.17;0.33;0.53;233;205;1046;38.83;68.33;61.53;233;1046;6.5;6;6.5;5.5;4.5;0;0;0;5.5;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;6;0;3.5;0;0;0;0;0;5.5;5;0;6;0;4.5;5.5;5;;;;;;1;3;0.7255;176;1;1;42.11;2;;;0;Leicester;Aston Villa;sam. 04/02 16:00;50;0.43748;0.43402;
Lavia Roméo;MD;5;5;5.27;4.75;5.27;11;4;11;0.75;0.29;0.75;1;0;1;0.82;0.75;0.82;745;187;745;67.73;46.75;67.73;745;745;6.5;5;5;4.5;4.5;5;0;4.5;4.5;0;0;0;0;0;0;0;0;0;6.5;6;6;5.5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;;;1;;;;0.7668;438;13;11;54.05;8;;;0;Southampton;Brentford;sam. 04/02 16:00;50;0.32137;0.04299;
Diop Issa;DC;11;12;5.25;0;5.2;12;0;20;0.69;0;0.73;1;0;1;0.75;0;0.7;873;0;1388;72.75;0;69.4;873;1388;5.5;11;0;5;5;5;6.5;4.5;5.5;6;0;6;5.5;0;5;4;0;0;0;5;0;0;0;0;0;0;0;0;5;4.5;0;0;5;0;5;0;7;0;0;0;2.5;;;;;;2;0.7978;731;11;10;64.41;6;;;0;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Fábio Vieira;MO;9;13;5.25;0;5.25;10;0;10;0.72;0;0.72;1;0;1;0.1;0;0.1;243;0;243;24.3;0;24.3;243;243;7;9;0;5;0;0;5;6;0;4.5;5;0;5;5;5;7;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;1;1;1;2;0.7648;171;3;2;37.5;3;;;0;Arsenal;Man. City;mer. 15/02 20:30;50;0.72194;0.6834;
Fornals Pablo;MO;17;19;5.24;0;5.28;17;0;34;0.64;0;0.71;1;0;2;0.65;0;0.76;948;0;2275;55.76;0;66.91;948;1138;6;17;0;4.5;5;0;5;4.5;4.5;5;5;5;0;6;6;5;0;5;5.5;7;5.5;5.5;5;4.5;7;5.5;5;5;5;5;6;5;6;5;7;5;5;5.5;5;0;2;;;1;;1;7;0.7521;604;11;8;35.16;10;;;2.5;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
James Dan;MO;12;12;5.22;0;5;16;0;32;0.55;0;1.09;1;0;4;0.31;0;0.59;552;0;1686;34.5;0;52.69;552;422;6.5;12;0;5;0;5.5;5;6.5;5;0;0;5;4.5;5;5;5.5;5;5;5;5;6.5;5;0;0;0;6;4.5;4;3.5;5.5;4;6;0;4.5;3;5.5;3;8;4;0;1;;;;;2;7;0.7004;243;3;5;51.79;3;;;5;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Ream Tim;DC;10;12;5.2;0;5.2;20;0;20;1.02;0;1.02;1;0;1;1;0;1;1798;0;1798;89.9;0;89.9;1798;1798;7.5;10;0;5;6;5.5;7.5;5;4.5;5;4.5;6;5;3.5;3;4.5;5.5;5;6.5;5.5;4.5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;2;0.8439;1317;30;10;61.29;9;;;5;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Christie Ryan;MO;9;9;5.19;5;5.19;18;6;18;0.67;0.32;0.67;1;0;1;0.67;0.5;0.67;1009;298;1009;56.06;49.67;56.06;1009;1009;7;9;4.5;5;5.5;5;5;5;0;0;4.5;5;5.5;7;4.5;6;0;5.5;6;4.5;5.5;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;;;;;;3;0.8293;565;17;15;42.14;19;;;0;Bournemouth;Brighton;sam. 04/02 16:00;50;0.28003;0.28299;
Chilwell Ben;DL;6;7;5.17;0;5.15;9;0;10;0.71;0;0.67;1;0;1;0.44;0;0.4;417;0;418;46.33;0;41.8;417;418;7;6;0;0;0;0;0;0;0;5;4.5;0;5;0;5;0;0;7;5;5;5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;1;;2;0.698;369;5;4;54.17;4;;;0;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Mina Yerry;DC;1;1;5.17;4.5;5.17;3;1;9;0.76;0;0.66;1;0;1;1;1;0.89;236;90;595;78.67;90;66.11;236;595;6;1;4.5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;6.5;0;0;0;0;0;0;0;0;0;0;4.5;5;5;1;;;;;;;0.8756;206;2;4;63.33;4;;;0;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
Murphy Jacob;MO;12;12;5.15;5.15;5.14;20;20;38;0.52;0.52;0.43;1;1;1;0.25;0.25;0.29;527;527;1246;26.35;26.35;32.79;527;1246;7;12;5;5;5;5;5;5;5.5;5;5;4.5;5;7;6;5;0;5;5;5;5;5;5;5;5;5.5;5;6;5;5;4.5;5;5;5.5;5;5;0;5;0;5;3;;;;1;;10;0.6676;253;2;3;24.44;7;;;2.5;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Gallagher Conor;MD;11;11;5.14;5.13;5.29;18;8;35;0.76;0.44;0.86;1;0;3;0.5;0.5;0.71;737;421;2089;40.94;52.63;59.69;737;696;6.5;11;5;6;5;4.5;5;5;5;5.5;0;4.5;5;7;6.5;0;5;5;0;3.5;5;5;5;6.5;6;5;6;6;4.5;4;5.5;4;5.5;6;5;0;5.5;0;4.5;7;2.5;;;1;1;5;7;0.7615;598;10;18;45.93;18;;;5;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Saint-Maximin Allan;MO;10;14;5.13;4.4;5.07;12;5;29;1.13;0.42;1.08;1;0;3;0.33;0;0.62;478;102;1746;39.83;20.4;60.21;478;582;6;10;5;4;4.5;4.5;4;0;5;4.5;0;0;0;4.5;0;0;0;0;0;7;7.5;5;6;5.5;5.5;4;4;6.5;5;4;3;4.5;4.5;4.5;0;0;5;6.5;5.5;6;1.5;;;1;3;2;7;0.7402;298;4;2;43.66;3;;;0;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Doherty Matt;DL;10;12;5.13;0;5.38;12;0;24;0.91;0;1.15;1;0;3;0.58;0;0.67;666;0;1486;55.5;0;61.92;666;495;7;10;0;4.5;7.5;4.5;4;5;5;0;5;4.5;6;5.5;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;7;5;4;8;8;5;4;0;5;0;3;;;;;;3;0.7651;515;8;10;58.44;11;;;0;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Soucek Tomás;MD;21;24;5.13;5.13;5.12;20;20;38;0.81;0.81;0.87;1;1;4;0.9;0.9;0.92;1563;1563;3106;78.15;78.15;81.74;1563;777;6;21;5;5;5;4.5;3.5;4.5;5;4.5;6;4.5;5.5;5.5;6.5;5;0;5.5;7;6;4.5;5;4.5;4;4.5;0;5;6;6;4.5;4.5;4;5.5;6;7;4.5;4;5;4.5;0;3;;;;1;2;7;0.7269;833;31;25;54.11;26;;;2.25;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
O'Brien Lewis;MO;9;;5.12;0;5.12;13;0;13;0.85;0;0.85;1;0;1;0.46;0;0.46;580;0;580;44.62;0;44.62;580;580;7;9;0;5;0;0;5;5;4.5;5;0;0;0;5;5;7;0;0;3.5;4.5;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;1;0.6265;318;5;8;60.94;5;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Aaronson Brenden;MO;12;14;5.11;5.11;5.11;19;19;19;0.91;0.91;0.91;1;1;1;1;1;1;1579;1579;1579;83.11;83.11;83.11;1579;1579;7.5;12;5.5;4.5;3.5;5;4;6;4.5;5.5;6;5.5;5;5;5;0;0;4;6;5;7.5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;;;;2;4;13;0.7944;862;1;8;41.85;11;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
