Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Espino Alfonso;DL;10;12;4.53;4.53;4.76;18;18;37;1.04;1.04;0.95;0;0;0;0.94;0.94;0.97;1503;1503;3212;83.5;83.5;86.81;;;;1000;5;5;6;5;4;5;6;3;5.5;4;5;5.5;5;2.5;3.5;3;4.5;4;6.5;5;4;6;5;3.5;4.5;5;4;5;5.5;6;0;6;5;5;5;5;3.5;5;5;;;;3;1;4;0.6546;952;16;26;47.8;26;;;5;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Kenedy;MO;5;5;4.5;0;4.6;4;0;5;0.41;0;0.42;0;0;0;0.25;0;0.4;81;0;140;20.25;0;28;;;;1000;0;4;4.5;5;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0.6667;40;;;33.33;3;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Willian José;A;9;15;4.5;4.5;4.6;13;6;29;0.29;0.32;0.67;0;0;3;0.15;0.17;0.28;321;147;899;24.69;24.5;31;;300;5;1000;4.5;0;4.5;5;4;4.5;4.5;0;4;4.5;4.5;5;4.5;4.5;4.5;0;0;0;4;4.5;7;0;4.5;4;4.5;4.5;5;4;0;4.5;4;5;4.5;4;6.5;4.5;0;0;0.5;;;;;;1;0.6718;172;;3;44.44;1;;;0;Betis;Barcelona;mer. 01/02 21:00;50;0.40374;0.42821;0.47554
Bebé;A;4;4;4.5;0;4.74;4;0;19;0.41;0;0.65;0;0;1;0;0;0.26;57;0;621;14.25;0;32.68;;621;7;1000;0;0;0;0;0;0;0;0;0;4;5;0;4.5;0;0;4.5;0;0;5;5;4;4.5;0;0;4.5;4;0;4.5;7;5;5;4.5;4.5;0;5;0;5;4.5;;;;;;;2;0.8056;61;;;25;2;;;4;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Roger Roger;A;10;;4.5;4.6;4.85;12;5;27;0.64;0.65;1.05;0;0;4;0.67;0.6;0.74;658;251;1711;54.83;50.2;63.37;;428;6;1000;4.5;4;4;5.5;5;0;0;4;0;0;5;4;0;0;4.5;4.5;5.5;3.5;6;6.5;4;6;0;0;0;2.5;6;6.5;4.5;4;5;6;0;3.5;5;5;6.5;0;1;;;;1;;6;0.6246;245;1;2;34.78;16;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Juanpe;DC;5;9;4.5;4;4.5;8;1;8;0.76;0;0.76;0;0;0;0.88;0;0.88;625;9;625;78.13;9;78.13;;;;1000;4;0;0;0;0;0;0;0;0;0;0;3;4.5;5.5;5;4.5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;1;;0.8132;461;4;4;57.14;6;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Villalibre Asier;A;6;;4.5;0;4.44;5;0;17;0.35;0;0.83;0;0;2;0.2;0;0.18;94;0;432;18.8;0;25.41;;216;6;1000;0;0;4.5;0;4.5;0;0;0;0;4;0;4.5;0;0;0;0;0;5;4;6;3.5;4.5;0;0;4.5;0;6;5;0;4.5;2.5;4;4.5;4;0;0;0;0;;;;;;;1;0.6333;28;;;25;3;;;4.5;Athletic;Celta;dim. 29/01 18:30;50;;0.13184;0.21663
Mendes Houboulang;DL;8;;4.5;0;4.62;9;0;25;0.75;0;1.08;0;0;0;0.78;0;0.92;583;0;2018;64.78;0;80.72;;;;1000;0;5;3.5;0;0;4;5;0;5;4;5.5;3.5;0;0;0;5;0;0;0;5;3.5;5;3;5;4.5;7;3;5;6;3;6;5;5.5;0;3;5.5;0;0;;;;;1;1;3;0.7555;311;3;7;41.3;8;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Fernández Carlos;A;8;8;4.5;4.5;4.5;8;1;8;0.38;0;0.38;0;0;0;0.5;0;0.5;241;9;241;30.13;9;30.13;;;;1000;4.5;0;0;0;4.5;5;5;4.5;4.5;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;;;;;;2;0.5693;103;1;2;43.48;7;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Zoubdi Touaizi Nabili;A;1;1;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;2;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Álvarez Carlos;MO;1;2;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;9;0;9;9;0;9;;;;1000;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;6;;1;50;1;;;0;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
López Diego;A;1;;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;9;0;9;9;0;9;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;3;;;;1;;;0;Valencia;Real Madrid;jeu. 02/02 21:00;50;;0.14519;0.19828
Javi Llabrés;A;1;;4.5;0;3.7;1;0;5;0;0;2.08;0;0;0;0;0;0.4;16;0;103;16;0;20.6;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;4.5;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;5;0;;;;;;;;1;5;;;;;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Corona Jesús;MO;1;2;4.5;0;4.97;1;0;17;0;0;1.6;0;0;2;1;0;0.76;63;0;1041;63;0;61.24;;521;8;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;5.5;5;5;4;4.5;8;5.5;6.5;5;5;6;0;5.5;4;5;0;5.5;0;0;0;;;;;;;;0.8824;29;;;50;1;;;5;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
Roca Joel;MO;1;1;4.5;0;4.5;2;0;2;0;0;0;0;0;0;0;0;0;10;0;10;5;0;5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.6334;20;;;28.57;;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Alfaro Alejandro;MO;1;;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;14;0;14;14;0;14;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;2;;;;2;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Arroyo Roberto;A;1;;4.5;0;4.5;1;0;1;0;0;0;0;0;0;0;0;0;14;0;14;14;0;14;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;;10;;1;50;;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Abner;DC;7;8;4.5;4.5;4.5;1;1;1;0;0;0;0;0;0;1;1;1;81;81;81;81;81;81;;;;1000;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.85;86;1;1;44.44;;;;0;Betis;Barcelona;mer. 01/02 21:00;50;0.40374;0.42821;0.47554
Collado Diego;A;;;4.5;4.5;4.5;1;1;1;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;;;;1000;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.5;5;1;;;;;;0;Villarreal;Rayo Vallecano;lun. 30/01 21:00;50;0.27139;0.36458;0.42284
Javi Galán;DL;9;10;4.47;4.47;4.77;18;18;35;1.01;1.01;1.08;0;0;0;0.94;0.94;0.97;1540;1540;3070;85.56;85.56;87.71;;;;1000;5;5;5;5;7;4;3.5;4.5;3;3.5;4.5;4.5;3.5;3.5;6;4.5;3.5;5;3.5;5.5;4;7;4.5;4.5;6;4;6.5;0;5;0;4;6.5;5;6.5;4.5;5.5;4;0;4.5;;;;1;1;11;0.8013;1304;13;31;52.7;23;;;6;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
Mallo Hugo;DL;8;9;4.43;5.13;4.67;15;4;23;1.08;0.63;1.12;0;0;1;1;1;1;1208;331;1928;80.53;82.75;83.83;;1928;7;1000;4.5;5;6;5;0;0;0;5;3;3.5;5;5;3;3.5;6;5;2.5;4.5;0;0;0;0;0;0;0;0;0;6;0;0;4;5;5;6;4;7;4;0;4;;;;;1;6;0.7932;905;9;13;54.55;30;;;0;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
Ángel Rodríguez Ángel;A;7;;4.36;0;4.33;7;0;21;0.24;0;0.81;0;0;2;0.14;0;0.52;186;0;953;26.57;0;45.38;;477;6;1000;0;4.5;0;4;0;0;4.5;0;4;4.5;4.5;0;4.5;0;0;0;0;0;6;4;4;4.5;5;0;4;0;4;3.5;3;0;0;3.5;6;5.5;4.5;0;0;3;;;;;;;2;0.7715;66;;1;52.63;2;;;5.5;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Zaldúa Joseba;DL;6;6;4.35;0;4.61;10;0;22;1.06;0;0.75;0;0;0;0.7;0;0.59;639;0;1139;63.9;0;51.77;;;;1000;0;0;0;0;0;0;0;0;5;5;4;5;6;3;3;3;5;4.5;5;4.5;0;0;5;5;0;5;0;5;4.5;4.5;0;0;5;5;4.5;0;5;0;1;;;;1;1;2;0.593;365;11;7;53.42;11;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Roco Enzo;DC;9;;4.35;4.75;4.62;13;2;26;0.97;0.35;0.95;0;0;0;0.92;1;0.96;976;180;2125;75.08;90;81.73;;;;1000;4.5;5;0;0;4;4;4.5;4.5;0;6;0;5;0;2.5;3;4.5;5.5;3.5;5;5;4.5;0;5;5.5;6;3.5;0;4.5;5.5;0;3;5.5;4.5;0;0;0;6;0;1;;;;;;;0.8172;593;8;8;54.95;22;;;4.5;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Lozano Anthony;A;9;9;4.34;4.54;4.52;16;12;31;0.6;0.45;0.7;0;0;2;0.69;0.58;0.65;1049;739;1762;65.56;61.58;56.84;;881;6;1000;4.5;5;5;4;4;4;5;4;4.5;5;4.5;5;0;0;4;3;3.5;4.5;6;4.5;5;6;0;5.5;0;4;4;4.5;3.5;5.5;4.5;4;4.5;0;5;4;0;0;6;;;;;;12;0.6729;406;3;2;40;28;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Hazard Eden;A;1;5;4.33;0;4.57;3;0;7;0.76;0;0.53;0;0;0;0.33;0;0.29;98;0;216;32.67;0;30.86;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;3.5;5;0;5;0;0;0;0;0;0;0;0;0;0;0;4.5;5;0;4.5;0;0;0;;;;;;;;0.8501;83;;;71.43;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Mata Jaime;A;5;;4.33;0;4.29;6;0;12;0.26;0;0.33;0;0;0;0;0;0.08;38;0;149;6.33;0;12.42;;;;1000;0;0;0;0;0;0;0;4;0;4.5;0;0;4.5;0;4.5;4.5;0;4;0;0;0;0;0;0;0;0;0;4.5;0;0;4.5;0;4;0;4.5;4.5;3.5;0;;;;;;;;0.5556;25;;;28.57;5;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Sergi Guardiola;A;7;12;4.32;4;4.55;14;3;33;0.46;0.5;0.76;0;0;5;0.57;0.67;0.64;504;125;1639;36;41.67;49.67;;328;5;1000;4.5;3.5;4;0;3.5;0;4.5;4.5;4.5;4.5;5;0;4.5;4.5;4;4;5;0;5;5.5;6;0;3.5;6;4;6;6.5;4;4;4;4.5;4.5;4.5;4.5;5;4;4.5;3.5;2.5;;;;;;2;0.6373;206;2;9;44.29;14;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Asenjo Sergio;G;7;7;4.3;0;4.94;5;0;9;1.2;0;1.36;0;0;0;1;0;1;450;0;810;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;3.5;5;6;0;4;3;0;0;0;0;4;0;0;6.5;0;6.5;0;0;0;6;0;0;0;0;0;0;1;;;;;;;;;;;;;4;1;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Loren Morón;A;1;1;4.25;0;4.36;2;0;11;0.35;0;0.32;0;0;0;0;0;0.18;13;0;227;6.5;0;20.64;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4.5;0;0;0;0;0;4.5;0;0;4;4.5;0;4;0;4.5;0;4.5;5;4.5;4;0;;;;;;;;0.375;11;;2;33.33;2;;;0;Betis;Barcelona;mer. 01/02 21:00;50;0.40374;0.42821;0.47554
Milovanovic Marko;A;1;1;4.25;0;4.25;2;0;2;0.35;0;0.35;0;0;0;0;0;0;14;0;14;7;0;7;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.2143;14;;;38.46;2;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Balenziaga Mikel;DL;6;;4;0;4.83;1;0;12;0;0;0.75;0;0;0;0;0;0.67;45;0;799;45;0;66.58;;;;1000;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;5;0;0;5;0;3;5;4.5;5;5;0;5.5;6;;;;;;;;0.8;42;1;2;50;1;;;0;Athletic;Celta;dim. 29/01 18:30;50;;0.13184;0.21663
Manu Morlanes Manuel;MD;5;;4;0;4.53;5;0;15;2.24;0;1.51;0;0;1;0.4;0;0.47;215;0;692;43;0;46.13;;692;7;1000;0;5;0;0;5;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;4.5;5;5;5;0;0;5.5;0;0;0;0;3.5;5;3.5;7;4;0;1;;;;;;;0.7125;64;1;2;55.56;1;;;0;Villarreal;Rayo Vallecano;lun. 30/01 21:00;50;0.27139;0.36458;0.42284
de Tomás Raúl;A;9;17;4;0;5.38;1;0;17;0;0;1.13;0;0;8;0;0;0.88;28;0;1361;28;0;80.06;;170;5;1000;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;5;4;4;6;4.5;0;7;4;5;5;5.5;7.5;0;5;7;6;0;;;;;;;1;0.6667;8;;;50;1;;;0;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Giménez Álvaro;A;1;;4;0;4;1;0;1;0;0;0;0;0;0;0;0;0;16;0;16;16;0;16;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;6;;;33.33;1;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Suárez Luis;A;9;11;4;0;4.83;2;0;26;0.71;0;1.17;0;0;7;0.5;0;0.69;79;0;1625;39.5;0;62.5;;232;6;1000;0;4.5;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;5;4;7;5;4;0;4;4;6;4;4;4;4.5;4;0;4;7;0;5;;;;;;;;0.6786;36;;;35.29;4;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
John Donald;MD;1;1;4;0;4.7;3;0;5;0.87;0;1.15;0;0;0;0.67;0;0.8;151;0;331;50.33;0;66.2;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;3.5;5;0;0;0;3.5;6;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.7889;49;5;;50;2;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Angileri Fabrizio;DL;1;2;4;0;4;8;0;8;1.22;0;1.22;0;0;0;0.88;0;0.88;513;0;513;64.13;0;64.13;;;;1000;0;0;0;0;0;0;0;5;5.5;4;5;0;0;4.5;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0.5142;277;6;5;50;6;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Torres David;DC;;;4;4;4;1;1;1;0;0;0;0;0;0;1;1;1;90;90;90;90;90;90;;;;1000;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.7612;83;1;2;83.33;;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Diego López Diego;G;7;7;2.5;0;5.03;1;0;18;0;0;1.42;0;0;0;1;0;1;90;0;1558;90;0;86.56;;;;1000;0;0;0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;7;6;7;5.5;3;3.5;4.5;7.5;0;5.5;5.5;6.5;4;5;5;4;4;4.5;0;0;;;;;;;;;;;;;;;1;0;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Odriozola Álvaro;DL;1;1;0;0;4.75;0;0;10;0;0;1.25;0;0;1;0;0;0.8;0;0;740;0;0;74;;740;7;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5.5;0;0;0;0;5;0;5;5.5;5;0;3;7;3;3.5;0;;;;;;;;;;;;;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Camarasa Víctor;MO;1;1;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;13;0;0;6.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;;;;;;;;;;;;;;;;0;Betis;Barcelona;mer. 01/02 21:00;50;0.40374;0.42821;0.47554
Ontiveros Javier;MO;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Villarreal;Rayo Vallecano;lun. 30/01 21:00;50;0.27139;0.36458;0.42284
Doménech Jaume;G;3;3;0;0;5;0;0;4;0;0;1.47;0;0;0;0;0;0.75;0;0;342;0;0;85.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;5.5;0;0;;;;;;;;;;;;;;;;0;Valencia;Real Madrid;jeu. 02/02 21:00;50;;0.14519;0.19828
Suárez Denis;MO;4;17;0;0;5.42;0;0;18;0;0;1.07;0;0;1;0;0;0.94;0;0;1405;0;0;78.06;;1405;7;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;7;5.5;8;6;4;6.5;5;5.5;5;4.5;0;4.5;5;5;7;5;5;4.5;0;;;;;;;;;;;;;;;;6.5;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
Vallejo Jesús;DC;1;1;0;0;5.38;0;0;4;0;0;1.49;0;0;0;0;0;1;0;0;334;0;0;83.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;3.5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Herrerín Iago;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valencia;Real Madrid;jeu. 02/02 21:00;50;;0.14519;0.19828
Kiko Casilla;G;7;7;0;0;5.25;0;0;2;0;0;0.35;0;0;0;0;0;1;0;0;180;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Werner Axel;G;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Villar Iván;G;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
Rivero Cristian;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valencia;Real Madrid;jeu. 02/02 21:00;50;;0.14519;0.19828
Zubiaurre Andoni;G;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Álex Centelles;DL;1;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;31;0;31;31;0;31;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Carro Mikel;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Pedrosa Adrià;DL;1;1;0;0;4.65;0;0;13;0;0;0.85;0;0;0;0;0;1;0;0;1151;0;0;88.54;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5.5;4.5;6;5;5.5;3;5;4;4;4.5;0;3.5;0;;;;;;;;;;;;;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Morro Miguel;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Moreno Sergio;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Merquelanz Martín;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Iñaki Peña;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Barcelona;Betis;mer. 01/02 21:00;50;0.36599;0.45422;0.51904
Pérez Juan;G;1;1;0;0;4;0;0;1;0;0;0;0;0;0;0;0;1;0;0;90;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
Dani Martín;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Betis;Barcelona;mer. 01/02 21:00;50;0.40374;0.42821;0.47554
Carreira Sergio;DL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
