Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Pozo José Ángel;MO;4;;4.83;0;4.83;6;0;6;0.26;0;0.26;0;0;0;0.17;0;0.17;70;0;70;11.67;0;11.67;;;;1000;0;0;0;0;0;0;0;0;4.5;5;0;5;0;4.5;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0.8333;62;1;1;37.5;2;;;0;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Kadewere Tinotenda;A;4;4;4.83;5;4.77;3;1;13;0.29;0;0.78;0;0;1;0;0;0.15;65;45;414;21.67;45;31.85;;414;6.5;1000;5;0;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;5;6;4;4;5;6.5;4.5;0;4.5;0;0;0;;;;;;;3;0.5667;28;;;75;1;;;0;Mallorca;Cádiz;sam. 28/01 14:00;50;0.41547;0.41625;0.05458
Puigmal Arnau;MD;8;;4.83;0;4.83;9;0;9;0.43;0;0.43;0;0;0;0.11;0;0.11;241;0;241;26.78;0;26.78;;;;1000;0;5;0;5;0;5;0;5.5;0;0;0;4;5;5;0;0;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;4;0.7749;156;3;1;54.55;2;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Peña Rubén;DL;7;7;4.82;0;4.83;11;0;12;0.98;0;0.94;0;0;0;0.64;0;0.58;655;0;662;59.55;0;55.17;;;;1000;0;0;0;3.5;4.5;5;6.5;4.5;0;0;3.5;4.5;4.5;0;0;4.5;6;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;1;2;5;0.7457;406;8;11;41.46;17;;;0;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
Mingueza Óscar;DC;10;11;4.82;4.88;4.97;14;12;20;0.93;0.98;0.87;0;0;0;0.57;0.67;0.5;789;781;1011;56.36;65.08;50.55;;;;1000;4.5;4.5;7;6;5;4.5;4;5;3;5;5;5;0;0;5;0;0;4;5;5.5;5;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;6.5;1.5;;;;;2;2;0.8752;674;6;13;61.29;13;;;0;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
Domingos Quina;MO;8;;4.8;0;4.8;10;0;10;0.75;0;0.75;0;0;0;0.2;0;0.2;268;0;268;26.8;0;26.8;;;;1000;0;0;0;3.5;0;0;0;0;6;5;5;5;5;3.5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;4;0.8815;211;2;2;41.03;5;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Portu;MO;11;12;4.8;5.38;4.7;15;4;32;0.56;0.75;0.69;0;0;1;0.33;0.5;0.38;588;212;1278;39.2;53;39.94;;1278;6;1000;4.5;5;6;6;0;5;4.5;4.5;4;4.5;4.5;0;0;4.5;4.5;5;4.5;5;4;4;6;4.5;5;4.5;4.5;5;4.5;4.5;6;0;0;3;4;4;4.5;0;4.5;6;2;;;;2;;4;0.8535;341;3;6;46.77;10;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Juanjo Narváez;A;7;;4.8;0;4.8;5;0;5;0.27;0;0.27;0;0;0;0.2;0;0.2;145;0;145;29;0;29;;;;1000;0;0;0;0;4.5;0;0;0;0;5;5;0;4.5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.7775;65;;1;50;1;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Malsa Mickaël;MD;5;;4.8;0;5.03;5;0;18;0.27;0;0.5;0;0;1;0;0;0.22;64;0;507;12.8;0;28.17;;507;6;1000;0;5;0;0;0;0;0;5;5;0;0;4.5;4.5;0;0;0;0;0;0;5.5;0;5;0;0;6;0;5;4.5;0;5;6;5;4;5;5;5.5;5;0;;;;;;;;0.55;35;2;2;33.33;2;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Tete Morente;MO;10;;4.8;4.63;5;15;4;34;0.41;0.48;0.64;0;0;1;0.6;0.25;0.62;803;82;1861;53.53;20.5;54.74;;1861;6.5;1000;5;4.5;4;5;0;4.5;4.5;5;4.5;5.5;0;4.5;5;0;4.5;5.5;5;5;5.5;5;4.5;5;5;6.5;5;4.5;5;5;5;0;4;5.5;4;6;5;5.5;7;5;1;;;;;;8;0.8031;427;5;6;42.17;17;;;4;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Núñez Unai;DC;10;11;4.79;5.06;4.71;17;8;19;1.09;0.68;1.11;0;0;0;1;1;1;1530;720;1665;90;90;87.63;;;;1000;5;5;6;5;6;5;4;4.5;0;4.5;3.5;6;4;2;6;6;4;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;4.5;;;;;;1;0.8771;1181;35;12;51.22;17;;;0;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
Gutiérrez Miguel;DL;11;11;4.79;4.5;4.79;17;4;17;0.64;0.41;0.64;0;0;0;0.88;1;0.88;1263;351;1263;74.29;87.75;74.29;;;;1000;4.5;5;4;4.5;0;5;5;5;4;5;4;3.5;6;5;5.5;5;5.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;;;;2;4;5;0.8127;837;8;10;42.86;11;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Chumi;DC;9;;4.78;0;4.78;9;0;9;0.51;0;0.51;0;0;0;0.67;0;0.67;566;0;566;62.89;0;62.89;;;;1000;0;5;0;5.5;0;4;0;5;5;0;0;0;4.5;0;0;5;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.7614;385;8;5;64.29;2;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Pacheco Jon;DC;9;9;4.78;0;4.82;9;0;14;1.03;0;0.87;0;0;0;0.78;0;0.64;677;0;834;75.22;0;59.57;;;;1000;0;0;0;0;5.5;5.5;3.5;0;5.5;0;6;4;5;3;0;5;0;0;0;0;5;0;0;0;0;0;0;0;5.5;4;0;0;5;0;0;0;0;5;2;;;;;;;0.891;556;6;7;49.12;9;;;4;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Sergi Gómez Sergi;DC;10;10;4.77;0;4.52;13;0;26;0.63;0;0.92;0;0;0;0.92;0;0.96;1075;0;2208;82.69;0;84.92;;;;1000;0;0;5;5.5;5.5;5.5;5;5;4.5;0;5;4.5;4;4;0;0;3.5;5;6;4.5;4;6;3;0;5;0;0;0;0;0;2;5;4.5;4;3.5;4;4;0;;;;;;;;0.8375;641;18;7;54.72;6;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Gil Óscar;DL;10;11;4.77;5.06;4.85;15;8;27;0.96;0.9;1.03;0;0;0;0.93;1;0.93;1223;694;2144;81.53;86.75;79.41;;;;1000;6.5;4.5;3.5;5;5;5;5;6;0;5.5;4.5;0;0;4;6;3.5;4;3.5;0;0;0;0;0;0;5;7;5;6;5;5.5;2.5;5.5;0;3.5;4.5;5;5;0;3;;;;1;3;3;0.7282;682;17;18;49.61;24;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
El Yamiq Jawad;DC;8;9;4.77;4.67;4.77;11;3;11;0.65;0.76;0.65;0;0;0;0.64;0.67;0.64;598;162;598;54.36;54;54.36;;;;1000;4;4.5;5.5;0;4;5;5;6;5;0;0;5;0;0;0;0;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;;;;;;;0.8045;444;16;6;61.7;4;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Bare Keidi;MO;9;;4.77;0;4.8;11;0;23;0.34;0;0.6;0;0;1;0.27;0;0.61;327;0;1138;29.73;0;49.48;;1138;4.5;1000;0;0;0;0;4;4.5;5;5;4.5;4.5;5;5;0;0;5;5;5;0;0;0;0;0;0;4;5;4.5;4;5;6.5;6;4.5;5;4.5;0;4;0;5;0;;;;;;;;0.8363;225;11;3;42.55;9;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Cabrera Leandro;DC;11;13;4.76;5.38;4.8;17;4;35;0.97;1.18;1.09;0;0;1;1;1;1;1468;360;3088;86.35;90;88.23;;3088;7;1000;7;4.5;4.5;5.5;0;3.5;5.5;4.5;5;5.5;5;4;4.5;3;6;4;4;5;4.5;4.5;4.5;5;3.5;5;6;6;6;6;6;7;2;5;4.5;4;0;3.5;4;0;3;;;;;1;2;0.7126;904;24;9;60.53;18;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Lecomte Benjamin;G;7;14;4.75;0;4.75;10;0;10;1.3;0;1.3;0;0;0;1;0;1;899;0;899;89.9;0;89.9;;;;1000;0;0;0;0;4.5;7;5.5;4;6;6;3.5;0;0;0;0;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;18;9;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Reguilón Sergio;DL;6;6;4.75;0;5.17;4;0;15;0.87;0;1.05;0;0;1;0;0;0.6;84;0;936;21;0;62.4;;936;7;1000;0;3.5;5;5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;6;0;5.5;3.5;7;0;0;0;4;0;0;5;4.5;6.5;;;;;;;2;0.8252;75;1;2;75;1;;;0;Atlético;Osasuna;dim. 29/01 16:15;50;0.02977;0.20828;0.28548
Lozano Pol;MD;6;;4.75;0;4.75;4;0;4;0.29;0;0.29;0;0;0;0;0;0;13;0;13;3.25;0;3.25;;;;1000;0;0;0;0;0;5;0;0;0;0;5;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.45;12;;;33.33;1;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Morcillo Jon;MO;6;;4.75;0;4.75;8;0;8;0.53;0;0.53;0;0;0;0;0;0;49;0;49;6.13;0;6.13;;;;1000;0;0;0;0;4.5;0;4.5;0;0;0;4.5;0;4.5;5;4.5;6;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;0.8594;49;1;;42.86;;;;0;Athletic;Celta;dim. 29/01 18:30;50;;0.13184;0.21663
Diarra Mamady;MO;1;1;4.75;0;4.75;2;0;2;0.35;0;0.35;0;0;0;0.5;0;0.5;66;0;66;33;0;33;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;0.9286;27;;1;44.44;1;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Martín Andrés;A;1;1;4.75;4.5;4.5;2;1;3;0.35;0;0.5;0;0;0;0;0;0;8;7;53;4;7;17.67;;;;1000;4.5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;1;;0.3667;21;;;100;;;;0;Rayo Vallecano;Villarreal;lun. 30/01 21:00;50;0.36677;0.38231;0.38115
Hernández Luis;DC;9;11;4.75;5.25;4.91;16;4;32;1.22;0.65;0.97;0;0;0;1;1;0.97;1439;360;2804;89.94;90;87.63;;;;1000;5;4.5;6;5.5;0;6;5;3;0;6;4.5;5.5;6;3;3;2.5;5.5;5;5.5;4.5;5.5;6;5;4;5.5;4.5;5;6;4;5.5;5;4.5;5.5;5;0;0;0;0;6;;;;;;3;0.7917;842;14;7;57.81;9;;;5;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Koleosho Luka;MO;1;;4.75;0;4.67;2;0;3;0.35;0;0.29;0;0;0;0;0;0;23;0;24;11.5;0;8;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0.5536;19;;;25;;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Marcão;DC;7;7;4.75;0;4.75;4;0;4;0.96;0;0.96;0;0;0;1;0;1;360;0;360;90;0;90;;;;1000;0;0;0;0;0;0;4;4;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;0.8496;254;4;2;62.5;5;;;0;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
Plata Gonzalo;A;10;;4.75;4.56;4.75;14;9;14;0.91;1.01;0.91;0;0;0;0.57;0.44;0.57;806;471;806;57.57;52.33;57.57;;;;1000;4.5;4;4;4.5;3.5;7;4;4.5;5;0;0;6;5.5;5;4.5;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;;;;2;1;13;0.7787;471;4;12;41.54;6;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Fernández Mercau Nicolás;DL;10;;4.75;0;4.75;8;0;8;0.6;0;0.6;0;0;0;0.25;0;0.25;290;0;290;36.25;0;36.25;;;;1000;0;0;0;0;5;5;5;0;5.5;4.5;5;0;4.5;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;4;0.7003;180;4;8;52.38;6;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Pérez Carles;MO;9;9;4.71;5;4.72;17;2;27;0.5;0;0.49;0;0;1;0.41;0;0.33;680;59;920;40;29.5;34.07;;920;6;1000;5;5;0;4.5;5;4.5;5.5;4;4.5;5;4.5;4.5;4.5;4.5;4.5;6;4.5;4;0;5;4.5;4.5;4.5;4.5;6;0;0;4.5;0;0;0;5;0;0;0;4.5;4.5;0;2.5;;;;2;;9;0.9173;348;2;8;36.17;13;;;0;Celta;Athletic;dim. 29/01 18:30;50;0.09049;0.18955;0.23519
Momo Mbaye;DC;5;;4.7;5.25;4.7;5;2;5;0.97;0.35;0.97;0;0;0;0.8;0.5;0.8;357;147;357;71.4;73.5;71.4;;;;1000;5.5;5;0;0;0;0;5;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;;;;;;;0.7385;152;4;2;57.89;1;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Nacho Vidal;DL;9;10;4.69;0;4.71;13;0;29;0.6;0;0.86;0;0;0;0.77;0;0.86;890;0;2185;68.46;0;75.34;;;;1000;0;0;0;0;4;5;0;4.5;5;5;4;5;3.5;5.5;5.5;4.5;5;4.5;0;4;5;5;5;2.5;5;5;3.5;5;0;6;0;4;5;0;7;4;5.5;4;2;;;;;1;4;0.7537;611;17;12;49.15;21;;;4;Osasuna;Atlético;dim. 29/01 16:15;50;0.47131;;0.09479
Felipe;DC;7;7;4.67;0;5.03;3;0;18;0.58;0;0.61;0;0;0;0.67;0;0.44;193;0;816;64.33;0;45.33;;;;1000;0;5;0;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;5.5;5;5;5;0;0;6;5;5;5;5;6;0;5.5;3.5;0;5.5;0;4.5;5;;;;;;;;0.9493;155;;2;50;4;;;5.5;Atlético;Osasuna;dim. 29/01 16:15;50;0.02977;0.20828;0.28548
Blanco Antonio;MD;1;2;4.67;0;4.67;3;0;3;0.76;0;0.76;0;0;0;0.67;0;0.67;159;0;159;53;0;53;;;;1000;0;0;0;0;0;0;0;5.5;0;0;0;0;0;0;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.9447;85;1;4;58.82;2;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Martín Ander;MO;4;4;4.67;5;3.86;3;1;7;0.29;0;1.73;0;0;0;0;0;0.14;38;25;47;12.67;25;6.71;;;;1000;5;0;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;4;4.5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.7051;28;;2;33.33;2;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Bigas Pedro;DC;9;10;4.66;5.5;4.85;16;1;26;0.81;0;0.96;0;0;1;0.94;1;0.96;1239;90;2065;77.44;90;79.42;;2065;7;1000;5.5;0;5.5;5.5;5;4.5;5;4.5;4;6;4;0;4.5;3.5;3.5;4.5;5.5;3.5;6;0;4;3.5;5;0;7;0;4.5;0;0;0;4;5.5;0;6;0;0;0;6;;;;;;;2;0.8091;820;23;12;68.92;8;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Helibelton Palacios;DL;9;11;4.65;4.88;4.79;13;4;24;0.8;0.48;0.74;0;0;0;0.92;1;0.96;1059;353;1927;81.46;88.25;80.29;;;;1000;4.5;5;5.5;4.5;0;0;0;5;4;6;5.5;4;4.5;0;3;5;0;4;0;0;4.5;4.5;0;4.5;0;4;5;0;6;0;0;0;5;5;4.5;0;5.5;6;2;;;;;2;2;0.7416;584;11;10;51.32;18;;;5;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Arzamendia Santiago;DL;1;1;4.64;4.67;4.75;7;3;14;0.8;0.29;0.73;0;0;0;0.43;0;0.36;284;28;504;40.57;9.33;36;;;;1000;5;4.5;4.5;0;0;0;0;0;5;0;0;0;0;0;0;3;5.5;5;0;0;0;0;5.5;0;5;0;0;0;0;5;5.5;0;0;0;4.5;5;3.5;0;0.5;;;;;;;0.5544;164;;3;36.67;3;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Díaz Mariano;A;5;;4.63;0;4.7;4;0;10;0.25;0;0.54;0;0;1;0;0;0.2;20;0;242;5;0;24.2;;242;6;1000;0;0;0;0;0;4.5;5;0;0;0;4.5;4.5;0;0;0;0;0;0;0;6;5;0;4;0;4.5;0;0;4.5;0;4.5;0;0;0;0;0;0;0;0;;;;;;1;;0.5;11;;;100;;;;0;Real Madrid;Valencia;jeu. 02/02 21:00;50;0.79485;0.04543;0.20303
Amavi Jordan;DL;6;6;4.63;0;4.88;4;0;12;0.48;0;0.38;0;0;0;0.25;0;0.42;192;0;606;48;0;50.5;;;;1000;0;0;0;0;4.5;0;4;5;0;0;5;0;0;0;0;0;0;0;5.5;0;5;0;4.5;5;5;0;0;5;0;0;0;0;0;0;5;5;0;0;1;;;;;;1;0.6201;120;3;2;61.9;2;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Dakonam Djené;DC;12;12;4.63;4.88;4.88;16;12;34;1.01;0.98;1.06;0;0;0;1;1;1;1359;1060;2979;84.94;88.33;87.62;;;;1000;6;4;5;6;5.5;4;5.5;5;4.5;6;4;3;0;0;3.5;5;3.5;3.5;3.5;5;5.5;5.5;5.5;6;0;3.5;6;6;5.5;4;4;5.5;3;7;6;5.5;5;0;3.5;;;;;;;0.8364;715;25;8;58.04;18;;;5.5;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Fede San Emeterio;MD;10;10;4.63;0;4.79;16;0;28;0.67;0;0.73;0;0;0;0.81;0;0.82;965;0;1801;60.31;0;64.32;;;;1000;0;5.5;5;5;5;5;5;3.5;5;4.5;4.5;5;5;3;4;4;5;0;0;0;0;0;5;3.5;5;4.5;4.5;5.5;4;6;5.5;5.5;0;0;6;5;0;0;3.5;;;;;;;0.8069;464;6;5;43.62;27;;;0;Cádiz;Mallorca;sam. 28/01 14:00;50;0.10287;0.17443;0.23038
Dyego Sousa;A;8;;4.63;0;4.63;12;0;12;0.48;0;0.48;0;0;0;0.17;0;0.17;327;0;327;27.25;0;27.25;;;;1000;0;0;4.5;4.5;4.5;4;6;0;0;4.5;0;5;4.5;4.5;4.5;0;4.5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;1;3;0.7526;170;1;2;53.06;7;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Kaiky;DC;7;;4.63;0;4.63;8;0;8;0.35;0;0.35;0;0;0;0.75;0;0.75;485;0;485;60.63;0;60.63;;;;1000;0;0;0;0;0;5;0;4.5;0;0;5;4;0;0;4.5;4.5;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.6689;238;9;5;43.33;7;;;0;Almería;Valencia;lun. 23/01 21:00;18.51851852;;;
Clerc Carlos;DL;9;11;4.61;4.65;4.5;14;13;17;0.71;0.72;0.77;0;0;0;0.93;0.92;0.88;1104;1014;1276;78.86;78;75.06;;;;1000;5;5;5;3.5;4.5;4;4.5;4.5;4.5;6;5.5;3.5;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;4;0;0;0;2;;;;1;1;7;0.7745;769;11;17;52.13;10;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Espinosa Bernardo;DC;7;9;4.6;5.5;4.6;10;2;10;0.97;0;0.97;0;0;0;0.7;0.5;0.7;618;117;618;61.8;58.5;61.8;;;;1000;5.5;5.5;0;0;5;0;0;0;3;5.5;4.5;3;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;1;;;0.6785;460;5;1;70.49;5;;;0;Girona;Barcelona;sam. 28/01 16:15;50;0.27482;0.28437;0.2994
Olaza Lucas;DL;8;;4.6;4;4.93;10;1;15;0.7;0;0.88;0;0;1;0.7;1;0.67;700;60;993;70;60;66.2;;993;7;1000;4;0;0;0;4.5;5;4;0;6;5;0;0;4.5;3.5;0;0;5;4.5;7;6;0;0;0;5;0;0;5;0;5;0;0;0;0;0;0;0;0;0;1;;;;;;3;0.7998;503;8;9;50;7;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Montiel Gonzalo;DL;8;11;4.6;5;4.64;10;2;18;0.57;0;0.51;0;0;0;0.8;0;0.72;628;40;1075;62.8;20;59.72;;;;1000;5;5;0;0;0;3.5;5;5;4.5;5;5;0;0;0;4;0;4;0;0;4;0;5;0;4.5;0;0;5;5;0;0;0;0;0;0;4;5;5;0;1;;;;1;1;5;0.8028;465;9;4;44.64;10;;;0;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
Vencedor Unai;MD;7;;4.58;0;4.66;6;0;22;0.38;0;0.66;0;0;0;0;0;0.55;135;0;1126;22.5;0;51.18;;;;1000;0;0;0;0;4;4.5;5;5;0;0;0;0;0;0;4.5;0;4.5;0;4.5;6;5;4.5;5;4;4;5;5;4;4.5;6;3;5;0;0;0;0;4.5;5;;;;;;;;0.9464;113;1;1;26.09;8;;;4;Athletic;Celta;dim. 29/01 18:30;50;;0.13184;0.21663
Dani Gómez;A;7;;4.58;0;4.98;6;0;21;0.2;0;0.94;0;0;4;0;0;0.33;61;0;671;10.17;0;31.95;;168;6;1000;0;0;0;0;4.5;0;0;0;4.5;0;0;0;4.5;5;4.5;4.5;0;0;0;5;4;5;5.5;4.5;7;6;0;4.5;6;4.5;6;3.5;7;4;0;4.5;0;0;;;;;;;1;0.625;25;1;1;62.5;2;;;0;Espanyol;Almería;ven. 27/01 21:00;50;0.39208;0.37941;
Alderete Omar;DC;7;7;4.58;4.58;4.61;6;6;18;0.97;0.97;0.93;0;0;0;0.83;0.83;0.94;450;450;1467;75;75;81.5;;;;1000;4.5;5;3;5.5;4;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3.5;5.5;5;0;0;5;4.5;6;5;0;0;3;0;0;5;5;3;0;1;;;;;;3;0.6473;307;5;;51.85;7;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
Pérez Luis;DL;8;;4.57;4.5;4.57;7;1;7;0.84;0;0.84;0;0;0;0.86;1;0.86;479;60;479;68.43;60;68.43;;;;1000;4.5;0;0;5;0;0;0;0;0;0;0;0;0;5;5.5;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;0.8156;279;5;9;52;5;;;0;Valladolid;Valencia;dim. 29/01 14:00;50;0.37529;0.37261;0.02328
Diego González;DC;8;;4.56;0;4.77;9;0;22;0.73;0;0.74;0;0;0;0.56;0;0.64;591;0;1393;65.67;0;63.32;;;;1000;0;4;3.5;4;4.5;4.5;0;0;0;6;0;4.5;5;0;0;0;0;5;0;5.5;0;0;4;5.5;5;3.5;4.5;5.5;5.5;0;0;5;0;5;6;5;0;4;1;;;;;;2;0.7855;347;3;5;48.08;14;;;0;Elche;Sevilla;sam. 28/01 18:30;50;0.27878;0.01266;0.07559
Muñoz Aihen;DL;5;6;4.56;0;4.71;9;0;14;0.85;0;0.97;0;0;0;0.89;0;0.79;666;0;947;74;0;67.64;;;;1000;0;0;0;0;0;0;0;0;0;5;5;4;5;4.5;5;5;2.5;5;0;0;5;0;0;0;0;5;0;0;0;0;0;3;6;0;0;0;6;0;2;;;;;;6;0.7631;456;3;10;42.47;11;;;0;Real Sociedad;Real Madrid;dim. 29/01 21:00;50;0.63972;0.614;0.05412
Juanmi Latasa;A;8;;4.55;4.5;4.55;10;6;11;0.16;0;0.15;0;0;0;0;0;0;98;77;106;9.8;12.83;9.64;;;;1000;4.5;4.5;4.5;4.5;4.5;4.5;0;0;4.5;0;4.5;5;0;0;0;4.5;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;2;0.5442;67;1;1;50;3;;;0;Getafe;Betis;sam. 28/01 21:00;50;0.38106;0.06952;0.1505
En-Nesyri Youssef;A;8;13;4.54;4.58;4.61;14;6;27;0.57;0.2;0.71;0;0;2;0.36;0.5;0.48;548;259;1220;39.14;43.17;45.19;;610;6;1000;4.5;4.5;5;4.5;4.5;4.5;0;0;0;4;4.5;5;0;6;3.5;4.5;4;4.5;4;6.5;5;4.5;6;4;0;4;4.5;4.5;4.5;0;5.5;4.5;3.5;0;0;0;0;0;2;;;;;;2;0.5061;157;2;6;40.54;2;;;3.5;Sevilla;Elche;sam. 28/01 18:30;50;0.23486;0.32404;0.34716
